Measurement time,Year,Month,WaterYear,WindDirQuadraQ_level,WindDirQuadraQ_flags,WindDirQuadraUNESCO_Q_level,WindDirQuadraAvg,WindDirQuadraStd
2013-04-02 00:00:00,2013,Apr,2012-2013,1,,2,271.6,48.5
2013-04-02 01:00:00,2013,Apr,2012-2013,1,,2,288.9,58.88
2013-04-02 02:00:00,2013,Apr,2012-2013,1,,2,283.3,38.57
2013-04-02 03:00:00,2013,Apr,2012-2013,1,,2,258.3,59.72
2013-04-02 04:00:00,2013,Apr,2012-2013,1,,2,140.2,69.65
2013-04-02 05:00:00,2013,Apr,2012-2013,1,,2,182.6,31.23
2013-04-02 06:00:00,2013,Apr,2012-2013,1,,2,257.1,53.64
2013-04-02 07:00:00,2013,Apr,2012-2013,1,,2,42.44,57.79
2013-04-02 08:00:00,2013,Apr,2012-2013,1,,2,145.6,50.38
2013-04-02 09:00:00,2013,Apr,2012-2013,1,,2,297.7,58.82
2013-04-02 10:00:00,2013,Apr,2012-2013,1,,2,29.79,33.87
2013-04-02 11:00:00,2013,Apr,2012-2013,1,,2,81.2,52.22
2013-04-02 12:00:00,2013,Apr,2012-2013,1,,2,59.97,13.53
2013-04-02 13:00:00,2013,Apr,2012-2013,1,,2,75.28,20.19
2013-04-02 14:00:00,2013,Apr,2012-2013,1,,2,149.7,24.55
2013-04-02 15:00:00,2013,Apr,2012-2013,1,,2,122.3,28.65
2013-04-02 16:00:00,2013,Apr,2012-2013,1,,2,9.37,74.9
2013-04-02 17:00:00,2013,Apr,2012-2013,1,,2,257.2,11.81
2013-04-02 18:00:00,2013,Apr,2012-2013,1,,2,250.4,22.29
2013-04-02 19:00:00,2013,Apr,2012-2013,1,,2,214.8,6.491
2013-04-02 20:00:00,2013,Apr,2012-2013,1,,2,238.4,26.83
2013-04-02 21:00:00,2013,Apr,2012-2013,1,,2,248.2,42.79
2013-04-02 22:00:00,2013,Apr,2012-2013,1,,2,262.8,24.35
2013-04-02 23:00:00,2013,Apr,2012-2013,1,,2,203.9,37.68
2013-04-03 00:00:00,2013,Apr,2012-2013,1,,2,248.4,61.16
2013-04-03 01:00:00,2013,Apr,2012-2013,1,,2,278.2,33.1
2013-04-03 02:00:00,2013,Apr,2012-2013,1,,2,201.5,20.48
2013-04-03 03:00:00,2013,Apr,2012-2013,1,,2,220.8,0.239
2013-04-03 04:00:00,2013,Apr,2012-2013,1,,2,240.6,27.23
2013-04-03 05:00:00,2013,Apr,2012-2013,1,,2,216.8,0.825
2013-04-03 06:00:00,2013,Apr,2012-2013,1,,2,244.2,40.1
2013-04-03 07:00:00,2013,Apr,2012-2013,1,,2,250,15.9
2013-04-03 08:00:00,2013,Apr,2012-2013,1,,2,41.62,76.44
2013-04-03 09:00:00,2013,Apr,2012-2013,1,,2,112.2,19.01
2013-04-03 10:00:00,2013,Apr,2012-2013,1,,2,77.92,32.08
2013-04-03 11:00:00,2013,Apr,2012-2013,1,,2,103.6,14.89
2013-04-03 12:00:00,2013,Apr,2012-2013,1,,2,66.53,16.13
2013-04-03 13:00:00,2013,Apr,2012-2013,1,,2,78.83,11.64
2013-04-03 14:00:00,2013,Apr,2012-2013,1,,2,88.2,11
2013-04-03 15:00:00,2013,Apr,2012-2013,1,,2,51.44,21.76
2013-04-03 16:00:00,2013,Apr,2012-2013,1,,2,102.6,35.72
2013-04-03 17:00:00,2013,Apr,2012-2013,1,,2,155.6,55.36
2013-04-03 18:00:00,2013,Apr,2012-2013,1,,2,229.3,9.37
2013-04-03 19:00:00,2013,Apr,2012-2013,1,,2,226.7,11.14
2013-04-03 20:00:00,2013,Apr,2012-2013,1,,2,241.8,35.81
2013-04-03 21:00:00,2013,Apr,2012-2013,1,,2,284.4,26.93
2013-04-03 22:00:00,2013,Apr,2012-2013,1,,2,289.1,35.52
2013-04-03 23:00:00,2013,Apr,2012-2013,1,,2,308.7,10.07
2013-04-04 00:00:00,2013,Apr,2012-2013,1,,2,289,30.36
2013-04-04 01:00:00,2013,Apr,2012-2013,1,,2,253.5,46.91
2013-04-04 02:00:00,2013,Apr,2012-2013,1,,2,230,21.62
2013-04-04 03:00:00,2013,Apr,2012-2013,1,,2,287.1,28.91
2013-04-04 04:00:00,2013,Apr,2012-2013,1,,2,281.2,46.3
2013-04-04 05:00:00,2013,Apr,2012-2013,1,,2,289,25.57
2013-04-04 06:00:00,2013,Apr,2012-2013,1,,2,241.2,30.69
2013-04-04 07:00:00,2013,Apr,2012-2013,1,,2,247,47.73
2013-04-04 08:00:00,2013,Apr,2012-2013,1,,2,288.9,54.45
2013-04-04 09:00:00,2013,Apr,2012-2013,1,,2,22.15,54.98
2013-04-04 10:00:00,2013,Apr,2012-2013,1,,2,141.7,28.13
2013-04-04 11:00:00,2013,Apr,2012-2013,1,,2,128.3,16.19
2013-04-04 12:00:00,2013,Apr,2012-2013,1,,2,133.1,17.28
2013-04-04 13:00:00,2013,Apr,2012-2013,1,,2,131,64.27
2013-04-04 14:00:00,2013,Apr,2012-2013,1,,2,143.4,14.43
2013-04-04 15:00:00,2013,Apr,2012-2013,1,,2,124.2,38.09
2013-04-04 16:00:00,2013,Apr,2012-2013,1,,2,102,49.64
2013-04-04 17:00:00,2013,Apr,2012-2013,1,,2,143.2,15.56
2013-04-04 18:00:00,2013,Apr,2012-2013,1,,2,134.5,14.01
2013-04-04 19:00:00,2013,Apr,2012-2013,1,,2,59.29,16.3
2013-04-04 20:00:00,2013,Apr,2012-2013,1,,2,66.36,15.72
2013-04-04 21:00:00,2013,Apr,2012-2013,1,,2,30.91,42.62
2013-04-04 22:00:00,2013,Apr,2012-2013,1,,2,215,16.64
2013-04-04 23:00:00,2013,Apr,2012-2013,1,,2,19.4,55.13
2013-04-05 00:00:00,2013,Apr,2012-2013,1,,2,99.5,74.04
2013-04-05 01:00:00,2013,Apr,2012-2013,1,,2,228.6,63.38
2013-04-05 02:00:00,2013,Apr,2012-2013,1,,2,158.1,42.6
2013-04-05 03:00:00,2013,Apr,2012-2013,1,,2,155.2,47.27
2013-04-05 04:00:00,2013,Apr,2012-2013,1,,2,164,50.65
2013-04-05 05:00:00,2013,Apr,2012-2013,1,,2,204,45
2013-04-05 06:00:00,2013,Apr,2012-2013,1,,2,183.6,52.17
2013-04-05 07:00:00,2013,Apr,2012-2013,1,,2,185.2,37.61
2013-04-05 08:00:00,2013,Apr,2012-2013,1,,2,151.3,41.51
2013-04-05 09:00:00,2013,Apr,2012-2013,1,,2,128.4,14.64
2013-04-05 10:00:00,2013,Apr,2012-2013,1,,2,126.5,11.28
2013-04-05 11:00:00,2013,Apr,2012-2013,1,,2,138.4,23.51
2013-04-05 12:00:00,2013,Apr,2012-2013,1,,2,140.7,26.84
2013-04-05 13:00:00,2013,Apr,2012-2013,1,,2,143.9,26.74
2013-04-05 14:00:00,2013,Apr,2012-2013,1,,2,139,14.01
2013-04-05 15:00:00,2013,Apr,2012-2013,1,,2,142.5,22.55
2013-04-05 16:00:00,2013,Apr,2012-2013,1,,2,139.1,20.63
2013-04-05 17:00:00,2013,Apr,2012-2013,1,,2,149.6,33.43
2013-04-05 18:00:00,2013,Apr,2012-2013,1,,2,151.8,33.88
2013-04-05 19:00:00,2013,Apr,2012-2013,1,,2,151.8,34.3
2013-04-05 20:00:00,2013,Apr,2012-2013,1,,2,144.7,31.25
2013-04-05 21:00:00,2013,Apr,2012-2013,1,,2,143.5,27.27
2013-04-05 22:00:00,2013,Apr,2012-2013,1,,2,140.5,20.01
2013-04-05 23:00:00,2013,Apr,2012-2013,1,,2,139,19.34
2013-04-06 00:00:00,2013,Apr,2012-2013,1,,2,147.9,32.18
2013-04-06 01:00:00,2013,Apr,2012-2013,1,,2,140.5,21.82
2013-04-06 02:00:00,2013,Apr,2012-2013,1,,2,153,35.09
2013-04-06 03:00:00,2013,Apr,2012-2013,1,,2,153.2,34.78
2013-04-06 04:00:00,2013,Apr,2012-2013,1,,2,158.7,37.53
2013-04-06 05:00:00,2013,Apr,2012-2013,1,,2,213.2,65.17
2013-04-06 06:00:00,2013,Apr,2012-2013,1,,2,269.2,45.53
2013-04-06 07:00:00,2013,Apr,2012-2013,1,,2,225.3,10.1
2013-04-06 08:00:00,2013,Apr,2012-2013,1,,2,228.9,27.25
2013-04-06 09:00:00,2013,Apr,2012-2013,1,,2,261.9,42.06
2013-04-06 10:00:00,2013,Apr,2012-2013,1,,2,304.9,57.75
2013-04-06 11:00:00,2013,Apr,2012-2013,1,,2,200.8,58.4
2013-04-06 12:00:00,2013,Apr,2012-2013,1,,2,144.3,34.68
2013-04-06 13:00:00,2013,Apr,2012-2013,1,,2,137.5,19.9
2013-04-06 14:00:00,2013,Apr,2012-2013,1,,2,105.7,17.63
2013-04-06 15:00:00,2013,Apr,2012-2013,1,,2,145.9,32.29
2013-04-06 16:00:00,2013,Apr,2012-2013,1,,2,153.7,37.42
2013-04-06 17:00:00,2013,Apr,2012-2013,1,,2,160.6,48.02
2013-04-06 18:00:00,2013,Apr,2012-2013,1,,2,144.5,27.63
2013-04-06 19:00:00,2013,Apr,2012-2013,1,,2,149.4,31.43
2013-04-06 20:00:00,2013,Apr,2012-2013,1,,2,160.7,39.72
2013-04-06 21:00:00,2013,Apr,2012-2013,1,,2,150.5,37.12
2013-04-06 22:00:00,2013,Apr,2012-2013,1,,2,157.9,39.17
2013-04-06 23:00:00,2013,Apr,2012-2013,1,,2,140.5,24.47
2013-04-07 00:00:00,2013,Apr,2012-2013,1,,2,133.3,9
2013-04-07 01:00:00,2013,Apr,2012-2013,1,,2,87.8,24.33
2013-04-07 02:00:00,2013,Apr,2012-2013,1,,2,0.446,30.11
2013-04-07 03:00:00,2013,Apr,2012-2013,1,,2,266.2,29.96
2013-04-07 04:00:00,2013,Apr,2012-2013,1,,2,278.7,42.19
2013-04-07 05:00:00,2013,Apr,2012-2013,1,,2,305.1,18.96
2013-04-07 06:00:00,2013,Apr,2012-2013,1,,2,241.5,33.44
2013-04-07 07:00:00,2013,Apr,2012-2013,1,,2,270.2,34.22
2013-04-07 08:00:00,2013,Apr,2012-2013,1,,2,308.5,27.31
2013-04-07 09:00:00,2013,Apr,2012-2013,1,,2,357.4,34.29
2013-04-07 10:00:00,2013,Apr,2012-2013,1,,2,340.2,33.85
2013-04-07 11:00:00,2013,Apr,2012-2013,1,,2,341.2,21.43
2013-04-07 12:00:00,2013,Apr,2012-2013,1,,2,319.8,19.74
2013-04-07 13:00:00,2013,Apr,2012-2013,1,,2,317.6,20.57
2013-04-07 14:00:00,2013,Apr,2012-2013,1,,2,320.6,19.84
2013-04-07 15:00:00,2013,Apr,2012-2013,1,,2,317.1,19.82
2013-04-07 16:00:00,2013,Apr,2012-2013,1,,2,338.6,15.86
2013-04-07 17:00:00,2013,Apr,2012-2013,1,,2,320.7,17.12
2013-04-07 18:00:00,2013,Apr,2012-2013,1,,2,312.5,18.3
2013-04-07 19:00:00,2013,Apr,2012-2013,1,,2,314.5,15.31
2013-04-07 20:00:00,2013,Apr,2012-2013,1,,2,311.3,18.83
2013-04-07 21:00:00,2013,Apr,2012-2013,1,,2,301.1,33.35
2013-04-07 22:00:00,2013,Apr,2012-2013,1,,2,314.7,15.22
2013-04-07 23:00:00,2013,Apr,2012-2013,1,,2,313.3,15.65
2013-04-08 00:00:00,2013,Apr,2012-2013,1,,2,305.6,46.04
2013-04-08 01:00:00,2013,Apr,2012-2013,1,,2,248.3,51.85
2013-04-08 02:00:00,2013,Apr,2012-2013,1,,2,285,34.35
2013-04-08 03:00:00,2013,Apr,2012-2013,1,,2,277,39.88
2013-04-08 04:00:00,2013,Apr,2012-2013,1,,2,286.8,34.78
2013-04-08 05:00:00,2013,Apr,2012-2013,1,,2,247.8,43.32
2013-04-08 06:00:00,2013,Apr,2012-2013,1,,2,293.3,52.51
2013-04-08 07:00:00,2013,Apr,2012-2013,1,,2,251.7,63.55
2013-04-08 08:00:00,2013,Apr,2012-2013,1,,2,56.4,58.26
2013-04-08 09:00:00,2013,Apr,2012-2013,1,,2,70.59,33.11
2013-04-08 10:00:00,2013,Apr,2012-2013,1,,2,17.6,16.11
2013-04-08 11:00:00,2013,Apr,2012-2013,1,,2,41.18,28.1
2013-04-08 12:00:00,2013,Apr,2012-2013,1,,2,132,9.26
2013-04-08 13:00:00,2013,Apr,2012-2013,1,,2,134.7,8.49
2013-04-08 14:00:00,2013,Apr,2012-2013,1,,2,135.2,18.11
2013-04-08 15:00:00,2013,Apr,2012-2013,1,,2,137,18.57
2013-04-08 16:00:00,2013,Apr,2012-2013,1,,2,134.4,7.386
2013-04-08 17:00:00,2013,Apr,2012-2013,1,,2,134.1,14.65
2013-04-08 18:00:00,2013,Apr,2012-2013,1,,2,141.9,35
2013-04-08 19:00:00,2013,Apr,2012-2013,1,,2,150.5,36.3
2013-04-08 20:00:00,2013,Apr,2012-2013,1,,2,166.7,42.27
2013-04-08 21:00:00,2013,Apr,2012-2013,1,,2,181.4,54.62
2013-04-08 22:00:00,2013,Apr,2012-2013,1,,2,219.4,43.24
2013-04-08 23:00:00,2013,Apr,2012-2013,1,,2,245.6,25.4
2013-04-09 00:00:00,2013,Apr,2012-2013,1,,2,266,62.09
2013-04-09 01:00:00,2013,Apr,2012-2013,1,,2,158.3,41.85
2013-04-09 02:00:00,2013,Apr,2012-2013,1,,2,146,35.47
2013-04-09 03:00:00,2013,Apr,2012-2013,1,,2,148.9,36.83
2013-04-09 04:00:00,2013,Apr,2012-2013,1,,2,153.8,43.03
2013-04-09 05:00:00,2013,Apr,2012-2013,1,,2,168.4,50.31
2013-04-09 06:00:00,2013,Apr,2012-2013,1,,2,255.4,36.96
2013-04-09 07:00:00,2013,Apr,2012-2013,1,,2,219,58.15
2013-04-09 08:00:00,2013,Apr,2012-2013,1,,2,164.7,46.64
2013-04-09 09:00:00,2013,Apr,2012-2013,1,,2,154.3,38.09
2013-04-09 10:00:00,2013,Apr,2012-2013,1,,2,154.9,35.62
2013-04-09 11:00:00,2013,Apr,2012-2013,1,,2,156.6,36.46
2013-04-09 12:00:00,2013,Apr,2012-2013,1,,2,152.1,39.31
2013-04-09 13:00:00,2013,Apr,2012-2013,1,,2,143.9,28.46
2013-04-09 14:00:00,2013,Apr,2012-2013,1,,2,140.6,23.56
2013-04-09 15:00:00,2013,Apr,2012-2013,1,,2,140.1,18.88
2013-04-09 16:00:00,2013,Apr,2012-2013,1,,2,137.6,14.36
2013-04-09 17:00:00,2013,Apr,2012-2013,1,,2,144.2,26.7
2013-04-09 18:00:00,2013,Apr,2012-2013,1,,2,150.7,34.62
2013-04-09 19:00:00,2013,Apr,2012-2013,1,,2,144.4,27.69
2013-04-09 20:00:00,2013,Apr,2012-2013,1,,2,148.7,32.96
2013-04-09 21:00:00,2013,Apr,2012-2013,1,,2,143.4,26.85
2013-04-09 22:00:00,2013,Apr,2012-2013,1,,2,146.1,31.86
2013-04-09 23:00:00,2013,Apr,2012-2013,1,,2,150.6,36.37
2013-04-10 00:00:00,2013,Apr,2012-2013,1,,2,156.6,40.62
2013-04-10 01:00:00,2013,Apr,2012-2013,1,,2,155.3,39.4
2013-04-10 02:00:00,2013,Apr,2012-2013,1,,2,159.3,38.55
2013-04-10 03:00:00,2013,Apr,2012-2013,1,,2,158,38.19
2013-04-10 04:00:00,2013,Apr,2012-2013,1,,2,158.3,39.48
2013-04-10 05:00:00,2013,Apr,2012-2013,1,,2,156.7,38.97
2013-04-10 06:00:00,2013,Apr,2012-2013,1,,2,160.3,49.73
2013-04-10 07:00:00,2013,Apr,2012-2013,1,,2,277.6,64.45
2013-04-10 08:00:00,2013,Apr,2012-2013,1,,2,316.9,15.7
2013-04-10 09:00:00,2013,Apr,2012-2013,1,,2,309.3,20.48
2013-04-10 10:00:00,2013,Apr,2012-2013,1,,2,310.2,24.03
2013-04-10 11:00:00,2013,Apr,2012-2013,1,,2,316.6,14.97
2013-04-10 12:00:00,2013,Apr,2012-2013,1,,2,317,15.93
2013-04-10 13:00:00,2013,Apr,2012-2013,1,,2,338.4,16.13
2013-04-10 14:00:00,2013,Apr,2012-2013,1,,2,333.9,17.19
2013-04-10 15:00:00,2013,Apr,2012-2013,1,,2,337.2,21.48
2013-04-10 16:00:00,2013,Apr,2012-2013,1,,2,331.6,19.28
2013-04-10 17:00:00,2013,Apr,2012-2013,1,,2,328.9,22.27
2013-04-10 18:00:00,2013,Apr,2012-2013,1,,2,314.6,12.37
2013-04-10 19:00:00,2013,Apr,2012-2013,1,,2,322.6,20.51
2013-04-10 20:00:00,2013,Apr,2012-2013,1,,2,331.3,17.89
2013-04-10 21:00:00,2013,Apr,2012-2013,1,,2,325.3,22.7
2013-04-10 22:00:00,2013,Apr,2012-2013,1,,2,308.5,20.08
2013-04-10 23:00:00,2013,Apr,2012-2013,1,,2,324.1,20.68
2013-04-11 00:00:00,2013,Apr,2012-2013,1,,2,330.1,18.37
2013-04-11 01:00:00,2013,Apr,2012-2013,1,,2,315.1,15.28
2013-04-11 02:00:00,2013,Apr,2012-2013,1,,2,306.2,27.69
2013-04-11 03:00:00,2013,Apr,2012-2013,1,,2,302.5,54.81
2013-04-11 04:00:00,2013,Apr,2012-2013,1,,2,287.2,47.05
2013-04-11 05:00:00,2013,Apr,2012-2013,1,,2,273.7,33.6
2013-04-11 06:00:00,2013,Apr,2012-2013,1,,2,223.4,43.32
2013-04-11 07:00:00,2013,Apr,2012-2013,1,,2,291.4,51.23
2013-04-11 08:00:00,2013,Apr,2012-2013,1,,2,317.6,53.32
2013-04-11 09:00:00,2013,Apr,2012-2013,1,,2,322.2,21.54
2013-04-11 10:00:00,2013,Apr,2012-2013,1,,2,321,17.09
2013-04-11 11:00:00,2013,Apr,2012-2013,1,,2,318.6,14.49
2013-04-11 12:00:00,2013,Apr,2012-2013,1,,2,313.3,19.66
2013-04-11 13:00:00,2013,Apr,2012-2013,1,,2,324.8,26.7
2013-04-11 14:00:00,2013,Apr,2012-2013,1,,2,338.1,22.34
2013-04-11 15:00:00,2013,Apr,2012-2013,1,,2,346.1,20.64
2013-04-11 16:00:00,2013,Apr,2012-2013,1,,2,336.5,22.58
2013-04-11 17:00:00,2013,Apr,2012-2013,1,,2,341.8,19.76
2013-04-11 18:00:00,2013,Apr,2012-2013,1,,2,314.4,14.65
2013-04-11 19:00:00,2013,Apr,2012-2013,1,,2,261.9,36.71
2013-04-11 20:00:00,2013,Apr,2012-2013,1,,2,232.3,34.23
2013-04-11 21:00:00,2013,Apr,2012-2013,1,,2,303.8,52.39
2013-04-11 22:00:00,2013,Apr,2012-2013,1,,2,258.5,37.02
2013-04-11 23:00:00,2013,Apr,2012-2013,1,,2,276.4,39.57
2013-04-12 00:00:00,2013,Apr,2012-2013,1,,2,256.4,67.47
2013-04-12 01:00:00,2013,Apr,2012-2013,1,,2,242.3,35.05
2013-04-12 02:00:00,2013,Apr,2012-2013,1,,2,257.4,56.82
2013-04-12 03:00:00,2013,Apr,2012-2013,1,,2,179.2,70.66
2013-04-12 04:00:00,2013,Apr,2012-2013,1,,2,151.6,37.05
2013-04-12 05:00:00,2013,Apr,2012-2013,1,,2,158.7,41.71
2013-04-12 06:00:00,2013,Apr,2012-2013,1,,2,156.7,40.56
2013-04-12 07:00:00,2013,Apr,2012-2013,1,,2,155.6,40.11
2013-04-12 08:00:00,2013,Apr,2012-2013,1,,2,155.4,39.7
2013-04-12 09:00:00,2013,Apr,2012-2013,1,,2,154.5,35.95
2013-04-12 10:00:00,2013,Apr,2012-2013,1,,2,152.6,40.49
2013-04-12 11:00:00,2013,Apr,2012-2013,1,,2,159.2,40.37
2013-04-12 12:00:00,2013,Apr,2012-2013,1,,2,142.6,26.94
2013-04-12 13:00:00,2013,Apr,2012-2013,1,,2,146.1,33.64
2013-04-12 14:00:00,2013,Apr,2012-2013,1,,2,141.3,26.24
2013-04-12 15:00:00,2013,Apr,2012-2013,1,,2,144.1,31.21
2013-04-12 16:00:00,2013,Apr,2012-2013,1,,2,145.4,32.91
2013-04-12 17:00:00,2013,Apr,2012-2013,1,,2,150.2,36.75
2013-04-12 18:00:00,2013,Apr,2012-2013,1,,2,156.5,41.93
2013-04-12 19:00:00,2013,Apr,2012-2013,1,,2,309.4,55.54
2013-04-12 20:00:00,2013,Apr,2012-2013,1,,2,309.6,22.52
2013-04-12 21:00:00,2013,Apr,2012-2013,1,,2,301.1,28.04
2013-04-12 22:00:00,2013,Apr,2012-2013,1,,2,279.8,35.72
2013-04-12 23:00:00,2013,Apr,2012-2013,1,,2,253,37.77
2013-04-13 00:00:00,2013,Apr,2012-2013,1,,2,263.3,34.61
2013-04-13 01:00:00,2013,Apr,2012-2013,1,,2,247.9,32.94
2013-04-13 02:00:00,2013,Apr,2012-2013,1,,2,249,43.45
2013-04-13 03:00:00,2013,Apr,2012-2013,1,,2,289.7,31.2
2013-04-13 04:00:00,2013,Apr,2012-2013,1,,2,245.8,58.62
2013-04-13 05:00:00,2013,Apr,2012-2013,1,,2,293,21.38
2013-04-13 06:00:00,2013,Apr,2012-2013,1,,2,270.1,23.79
2013-04-13 07:00:00,2013,Apr,2012-2013,1,,2,310.6,27.49
2013-04-13 08:00:00,2013,Apr,2012-2013,1,,2,312.3,28.08
2013-04-13 09:00:00,2013,Apr,2012-2013,1,,2,328.5,23.81
2013-04-13 10:00:00,2013,Apr,2012-2013,1,,2,7.123,26.51
2013-04-13 11:00:00,2013,Apr,2012-2013,1,,2,12.07,66.57
2013-04-13 12:00:00,2013,Apr,2012-2013,1,,2,30,30.5
2013-04-13 13:00:00,2013,Apr,2012-2013,1,,2,119.1,58.25
2013-04-13 14:00:00,2013,Apr,2012-2013,1,,2,107.6,31.51
2013-04-13 15:00:00,2013,Apr,2012-2013,1,,2,3.991,37.88
2013-04-13 16:00:00,2013,Apr,2012-2013,1,,2,342.6,20.79
2013-04-13 17:00:00,2013,Apr,2012-2013,1,,2,321.9,18.1
2013-04-13 18:00:00,2013,Apr,2012-2013,1,,2,322.2,13.95
2013-04-13 19:00:00,2013,Apr,2012-2013,1,,2,317.3,14.8
2013-04-13 20:00:00,2013,Apr,2012-2013,1,,2,311.1,19.58
2013-04-13 21:00:00,2013,Apr,2012-2013,1,,2,302.7,21.47
2013-04-13 22:00:00,2013,Apr,2012-2013,1,,2,275.4,35.91
2013-04-13 23:00:00,2013,Apr,2012-2013,1,,2,296.5,33.53
2013-04-14 00:00:00,2013,Apr,2012-2013,1,,2,236.8,38.38
2013-04-14 01:00:00,2013,Apr,2012-2013,1,,2,246.1,44.77
2013-04-14 02:00:00,2013,Apr,2012-2013,1,,2,265.8,44.1
2013-04-14 03:00:00,2013,Apr,2012-2013,1,,2,279.3,36.79
2013-04-14 04:00:00,2013,Apr,2012-2013,1,,2,286.2,39.68
2013-04-14 05:00:00,2013,Apr,2012-2013,1,,2,300.8,9.35
2013-04-14 06:00:00,2013,Apr,2012-2013,1,,2,303.2,10.24
2013-04-14 07:00:00,2013,Apr,2012-2013,1,,2,304.7,11.3
2013-04-14 08:00:00,2013,Apr,2012-2013,1,,2,321.1,15.42
2013-04-14 09:00:00,2013,Apr,2012-2013,1,,2,3.459,37.23
2013-04-14 10:00:00,2013,Apr,2012-2013,1,,2,118.7,16.62
2013-04-14 11:00:00,2013,Apr,2012-2013,1,,2,106.6,18.13
2013-04-14 12:00:00,2013,Apr,2012-2013,1,,2,124.8,7.288
2013-04-14 13:00:00,2013,Apr,2012-2013,1,,2,127.7,8.21
2013-04-14 14:00:00,2013,Apr,2012-2013,1,,2,128.3,8.45
2013-04-14 15:00:00,2013,Apr,2012-2013,1,,2,130.6,6.829
2013-04-14 16:00:00,2013,Apr,2012-2013,1,,2,124.7,9.45
2013-04-14 17:00:00,2013,Apr,2012-2013,1,,2,130.4,10.57
2013-04-14 18:00:00,2013,Apr,2012-2013,1,,2,157.3,33.66
2013-04-14 19:00:00,2013,Apr,2012-2013,1,,2,236.8,20.41
2013-04-14 20:00:00,2013,Apr,2012-2013,1,,2,238.5,26.63
2013-04-14 21:00:00,2013,Apr,2012-2013,1,,2,214.2,41.41
2013-04-14 22:00:00,2013,Apr,2012-2013,1,,2,219.1,26.24
2013-04-14 23:00:00,2013,Apr,2012-2013,1,,2,208.4,35.38
2013-04-15 00:00:00,2013,Apr,2012-2013,1,,2,229.3,48.76
2013-04-15 01:00:00,2013,Apr,2012-2013,1,,2,242.3,45.03
2013-04-15 02:00:00,2013,Apr,2012-2013,1,,2,265,57.83
2013-04-15 03:00:00,2013,Apr,2012-2013,1,,2,229.4,54
2013-04-15 04:00:00,2013,Apr,2012-2013,1,,2,242.8,41.26
2013-04-15 05:00:00,2013,Apr,2012-2013,1,,2,251,52.21
2013-04-15 06:00:00,2013,Apr,2012-2013,1,,2,271.4,44.86
2013-04-15 07:00:00,2013,Apr,2012-2013,1,,2,295.2,53.77
2013-04-15 08:00:00,2013,Apr,2012-2013,1,,2,83.4,57.96
2013-04-15 09:00:00,2013,Apr,2012-2013,1,,2,128.6,6.714
2013-04-15 10:00:00,2013,Apr,2012-2013,1,,2,96.6,51.27
2013-04-15 11:00:00,2013,Apr,2012-2013,1,,2,356.9,24.4
2013-04-15 12:00:00,2013,Apr,2012-2013,1,,2,328.1,30.55
2013-04-15 13:00:00,2013,Apr,2012-2013,1,,2,330,20.56
2013-04-15 14:00:00,2013,Apr,2012-2013,1,,2,1.905,32.79
2013-04-15 15:00:00,2013,Apr,2012-2013,1,,2,320.7,28.45
2013-04-15 16:00:00,2013,Apr,2012-2013,1,,2,324,20.63
2013-04-15 17:00:00,2013,Apr,2012-2013,1,,2,328.6,19.48
2013-04-15 18:00:00,2013,Apr,2012-2013,1,,2,321.6,13.53
2013-04-15 19:00:00,2013,Apr,2012-2013,1,,2,306.8,17.54
2013-04-15 20:00:00,2013,Apr,2012-2013,1,,2,302.3,15.35
2013-04-15 21:00:00,2013,Apr,2012-2013,1,,2,305.3,12.72
2013-04-15 22:00:00,2013,Apr,2012-2013,1,,2,314.5,9.57
2013-04-15 23:00:00,2013,Apr,2012-2013,1,,2,317.3,9.56
2013-04-16 00:00:00,2013,Apr,2012-2013,1,,2,316.6,11.03
2013-04-16 01:00:00,2013,Apr,2012-2013,1,,2,307.7,19.97
2013-04-16 02:00:00,2013,Apr,2012-2013,1,,2,240.7,57.4
2013-04-16 03:00:00,2013,Apr,2012-2013,1,,2,209.7,15.38
2013-04-16 04:00:00,2013,Apr,2012-2013,1,,2,235.5,54.98
2013-04-16 05:00:00,2013,Apr,2012-2013,1,,2,248.9,37.02
2013-04-16 06:00:00,2013,Apr,2012-2013,1,,2,277.4,30.09
2013-04-16 07:00:00,2013,Apr,2012-2013,1,,2,313.6,7.479
2013-04-16 08:00:00,2013,Apr,2012-2013,1,,2,330.3,8.24
2013-04-16 09:00:00,2013,Apr,2012-2013,1,,2,332.6,25.46
2013-04-16 10:00:00,2013,Apr,2012-2013,1,,2,340.7,23.04
2013-04-16 11:00:00,2013,Apr,2012-2013,1,,2,26.44,66.85
2013-04-16 12:00:00,2013,Apr,2012-2013,1,,2,126.9,5.706
2013-04-16 13:00:00,2013,Apr,2012-2013,1,,2,123.5,8.76
2013-04-16 14:00:00,2013,Apr,2012-2013,1,,2,127,6.634
2013-04-16 15:00:00,2013,Apr,2012-2013,1,,2,126,10.53
2013-04-16 16:00:00,2013,Apr,2012-2013,1,,2,130.5,7.542
2013-04-16 17:00:00,2013,Apr,2012-2013,1,,2,132.7,9.57
2013-04-16 18:00:00,2013,Apr,2012-2013,1,,2,176.1,46.51
2013-04-16 19:00:00,2013,Apr,2012-2013,1,,2,233.1,14.4
2013-04-16 20:00:00,2013,Apr,2012-2013,1,,2,275.9,30
2013-04-16 21:00:00,2013,Apr,2012-2013,1,,2,296.8,34.15
