action,event_pk,rn,is_replicate,date,work_area,organization,survey,sampling_bout,site_id,project_specific_id,hakai_id,source,lat,long,gather_lat,gather_long,collection_method,line_out_depth,pressure_transducer_depth,Filtered,filter_type,volume,installed,collected,preserved,analyzed,lab_technician,nh4_,no2_no3_um,no2_no3_ugl,tp,tdp,tn,tdn,srp,po4,sio2,po4pfilt,no3nfilt,po4punfl,no3nunfl,nh4nunfl,nh4__flag,no2_no3_flag,tp_flag,tdp_flag,tn_flag,tdn_flag,srp_flag,po4_flag,sio2_flag,po4pfilt_flag,no3nfilt_flag,po4punfl_flag,no3nunfl_flag,nh4nunfl_flag,analyzing_lab,metadata_qc_flag,comments,quality_log,no2_no3_units,Sample Status,quality_level
,16817,1,,11/3/15,QUADRA,HAKAI,"QOMA2,QOMA1,QOMA,QRAFT1",1,QU39,,QNUT1495,M,50.0307,-125.0992,,,,10,,,0.45nm,13,,11/3/15 10:10,11/3/15 14:32,6/7/16 0:00,"Katie,Emma",,17.5564725,,,,,,,1.674,38.02814541,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16817,1,,11/3/15,QUADRA,HAKAI,"QOMA2,QOMA1,QOMA,QRAFT1",1,QU39,,QNUT1496,M,50.0307,-125.0992,,,,30,,,0.45nm,13,,11/3/15 10:10,11/3/15 14:32,6/7/16 0:00,"Katie,Emma",,21.08934479,,,,,,,1.929,42.49767224,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16817,1,,11/3/15,QUADRA,HAKAI,"QOMA2,QOMA1,QOMA,QRAFT1",1,QU39,,QNUT1497,M,50.0307,-125.0992,,,,50,,,0.45nm,13,,11/3/15 10:10,11/3/15 14:32,6/7/16 0:00,"Katie,Emma",,28.97210286,,,,,,,2.551,56.41458908,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16817,1,,11/3/15,QUADRA,HAKAI,"QOMA2,QOMA1,QOMA,QRAFT1",1,QU39,,QNUT1488,M,50.0307,-125.0992,,,,100,,,0.45nm,13,,11/3/15 10:10,11/3/15 14:32,6/7/16 0:00,"Katie,Emma",,31.17401799,,,,,,,2.675,58.96967408,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16817,1,,11/3/15,QUADRA,HAKAI,"QOMA2,QOMA1,QOMA,QRAFT1",1,QU39,,QNUT1489,M,50.0307,-125.0992,,,,265,,,0.45nm,13,,11/3/15 10:10,11/3/15 14:32,6/7/16 0:00,"Katie,Emma",,29.65964964,,,,,,,2.698,60.21245208,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16852,1,,11/10/15,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1521,M,50.0307,-125.0992,,,,0,,,0.45nm,13,,11/10/15 7:50,11/10/15 8:14,6/10/16 0:00,"Kate,Katie,Leo,Emma",,19.06772727,,,,,,,1.795555225,39.32045059,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16852,1,,11/10/15,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1523,M,50.0307,-125.0992,,,,5,,,0.45nm,13,,11/10/15 7:50,11/10/15 8:14,6/10/16 0:00,"Kate,Katie,Leo,Emma",,19.3867642,,,,,,,1.817250359,39.39658161,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16852,1,,11/10/15,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1524,M,50.0307,-125.0992,,,,10,,,0.45nm,13,,11/10/15 7:50,11/10/15 8:14,6/10/16 0:00,"Kate,Katie,Leo,Emma",,20.31971135,,,,,,,1.922456547,39.59057023,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16852,1,,11/10/15,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1525,M,50.0307,-125.0992,,,,30,,,0.45nm,13,,11/10/15 7:50,11/10/15 8:14,6/10/16 0:00,"Kate,Katie,Leo,Emma",,23.12036039,,,,,,,2.115786357,44.09329002,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16852,1,,11/10/15,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1526,M,50.0307,-125.0992,,,,50,,,0.45nm,13,,11/10/15 7:50,11/10/15 8:14,6/10/16 0:00,"Kate,Katie,Leo,Emma",,27.95212819,,,,,,,2.451390704,52.42565083,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16852,1,,11/10/15,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1527,M,50.0307,-125.0992,,,,100,,,0.45nm,13,,11/10/15 7:50,11/10/15 8:14,6/10/16 0:00,"Kate,Katie,Leo,Emma",,31.4784012,,,,,,,2.749713371,57.14440598,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16852,1,,11/10/15,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1529,M,50.0307,-125.0992,,,,265,,,0.45nm,13,,11/10/15 7:50,11/10/15 8:14,6/10/16 0:00,"Kate,Katie,Leo,Emma",,29.88854694,,,,,,,2.729892931,61.11565423,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16865,1,,11/18/15,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT1532,M,50.0307,-125.0992,,,,0,,,0.45nm,13,,11/18/15 10:18,11/18/15 15:12,6/20/16 0:00,"Kate,Leo,Emma",,24.7356348,,,,,,,2.029960077,45.67156806,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16865,1,,11/18/15,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT1533,M,50.0307,-125.0992,,,,5,,,0.45nm,13,,11/18/15 10:18,11/18/15 15:12,6/21/16 0:00,"Kate,Leo,Emma",,24.42260335,,,,,,,2.097831862,45.47522361,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16865,1,,11/18/15,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT1535,M,50.0307,-125.0992,,,,10,,,0.45nm,13,,11/18/15 10:18,11/18/15 15:12,6/21/16 0:00,"Kate,Leo,Emma",,24.8215869,,,,,,,2.13518018,44.64005013,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16865,1,,11/18/15,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT1536,M,50.0307,-125.0992,,,,30,,,0.45nm,13,,11/18/15 10:18,11/18/15 15:12,6/20/16 0:00,"Kate,Leo,Emma",,25.80172742,,,,,,,2.122206934,45.4914076,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16865,1,,11/18/15,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT1537,M,50.0307,-125.0992,,,,50,,,0.45nm,13,,11/18/15 10:18,11/18/15 15:12,6/20/16 0:00,"Kate,Leo,Emma",,26.23880998,,,,,,,2.184630097,46.29061471,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16865,1,,11/18/15,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT1538,M,50.0307,-125.0992,,,,100,,,0.45nm,13,,11/18/15 10:18,11/18/15 15:12,6/20/16 0:00,"Kate,Leo,Emma",,31.30922418,,,,,,,2.624028969,56.31777738,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16865,1,,11/18/15,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT1592,M,50.0307,-125.0992,,,,265,,,0.45nm,13,,11/18/15 10:18,11/18/15 15:12,6/21/16 0:00,"Kate,Leo,Emma",,29.36871795,,,,,,,2.65685889,59.7192376,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16870,1,,11/25/15,QUADRA,HAKAI,"QOMA,QOMA1,QRAFT1",1,QU39,,QNUT1621,M,50.0307,-125.0992,,,,0,,,0.45nm,13,,11/25/15 14:33,11/25/15 11:15,6/10/16 0:00,"Lawren,Leo,Emma",,26.71077645,,,,,,,2.338186152,52.38116053,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16870,1,,11/25/15,QUADRA,HAKAI,"QOMA,QOMA1,QRAFT1",1,QU39,,QNUT1620,M,50.0307,-125.0992,,,,5,,,0.45nm,13,,11/25/15 14:33,11/25/15 11:15,6/10/16 0:00,"Lawren,Leo,Emma",,26.9653399,,,,,,,2.347803201,52.28953405,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16870,1,,11/25/15,QUADRA,HAKAI,"QOMA,QOMA1,QRAFT1",1,QU39,,QNUT1619,M,50.0307,-125.0992,,,,10,,,0.45nm,13,,11/25/15 14:33,11/25/15 11:15,6/10/16 0:00,"Lawren,Leo,Emma",,27.06698954,,,,,,,2.38046864,51.83860364,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16870,1,,11/25/15,QUADRA,HAKAI,"QOMA,QOMA1,QRAFT1",1,QU39,,QNUT1618,M,50.0307,-125.0992,,,,30,,,0.45nm,13,,11/25/15 14:33,11/25/15 11:15,6/10/16 0:00,"Lawren,Leo,Emma",,28.94841836,,,,,,,2.565897227,55.74440208,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16870,1,,11/25/15,QUADRA,HAKAI,"QOMA,QOMA1,QRAFT1",1,QU39,,QNUT1617,M,50.0307,-125.0992,,,,50,,,0.45nm,13,,11/25/15 14:33,11/25/15 11:15,6/10/16 0:00,"Lawren,Leo,Emma",,30.17188746,,,,,,,2.687357643,57.41065311,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16870,1,,11/25/15,QUADRA,HAKAI,"QOMA,QOMA1,QRAFT1",1,QU39,,QNUT1616,M,50.0307,-125.0992,,,,100,,,0.45nm,13,,11/25/15 14:33,11/25/15 11:15,6/10/16 0:00,"Lawren,Leo,Emma",,31.50366447,,,,,,,2.717613778,51.97025686,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16870,1,,11/25/15,QUADRA,HAKAI,"QOMA,QOMA1,QRAFT1",1,QU39,,QNUT1615,M,50.0307,-125.0992,,,,265,,,0.45nm,13,,11/25/15 14:33,11/25/15 11:15,6/10/16 0:00,"Lawren,Leo,Emma",,29.6767848,,,,,,,2.742164927,57.58311184,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16935,1,,12/11/15,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,,QNUT1660,M,50.0307,-125.0992,,,,0,,,0.45nm,13,,12/11/15 10:37,12/11/15 11:32,6/13/16 0:00,"Katie,Rebecca",,27.61752273,,,,,,,2.367031313,48.8902458,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16935,1,,12/11/15,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,,QNUT1661,M,50.0307,-125.0992,,,,5,,,0.45nm,13,,12/11/15 10:37,12/11/15 11:32,6/13/16 0:00,"Katie,Rebecca",,27.7411981,,,,,,,2.397496961,49.7333702,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16935,1,,12/11/15,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,,QNUT1662,M,50.0307,-125.0992,,,,10,,,0.45nm,13,,12/11/15 10:37,12/11/15 11:32,6/13/16 0:00,"Katie,Rebecca",,27.75732373,,,,,,,2.418125174,49.73640441,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16935,1,,12/11/15,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,,QNUT1663,M,50.0307,-125.0992,,,,30,,,0.45nm,13,,12/11/15 10:37,12/11/15 11:32,6/13/16 0:00,"Katie,Rebecca",,27.96728829,,,,,,,2.403391544,48.09335202,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16935,1,,12/11/15,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,,QNUT1664,M,50.0307,-125.0992,,,,50,,,0.45nm,13,,12/11/15 10:37,12/11/15 11:32,6/13/16 0:00,"Katie,Rebecca",,28.0118496,,,,,,,2.39356688,50.06351918,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16935,1,,12/11/15,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,,QNUT1665,M,50.0307,-125.0992,,,,100,,,0.45nm,13,,12/11/15 10:37,12/11/15 11:32,6/13/16 0:00,"Katie,Rebecca",,28.05540208,,,,,,,2.425981458,50.70560874,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16935,1,,12/11/15,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,,QNUT1666,M,50.0307,-125.0992,,,,265,,,0.45nm,13,,12/11/15 10:37,12/11/15 11:32,6/13/16 0:00,"Katie,Rebecca",,29.74539199,,,,,,,2.726601022,60.42036774,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16958,1,,12/16/15,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1683,M,50.0307,-125.0992,,,,0,,,0.45nm,13,,12/16/15 9:29,12/16/15 14:29,6/2/16 0:00,Other,,27.53757438,,,,,,,2.249926981,50.3021789,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16958,1,,12/16/15,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1684,M,50.0307,-125.0992,,,,5,,,0.45nm,13,,12/16/15 9:29,12/16/15 14:29,6/2/16 0:00,Other,,27.13953788,,,,,,,2.276354254,50.28728985,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16958,1,,12/16/15,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1685,M,50.0307,-125.0992,,,,10,,,0.45nm,13,,12/16/15 9:29,12/16/15 14:29,6/9/16 0:00,Other,,28.80495972,,,,,,,2.365378973,49.36721516,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16958,1,,12/16/15,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1686,M,50.0307,-125.0992,,,,30,,,0.45nm,13,,12/16/15 9:29,12/16/15 14:29,6/9/16 0:00,Other,,29.39181654,,,,,,,2.428625535,49.45219125,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16958,1,,12/16/15,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1687,M,50.0307,-125.0992,,,,50,,,0.45nm,13,,12/16/15 9:29,12/16/15 14:29,6/9/16 0:00,Other,,28.01226848,,,,,,,2.408207626,51.16902161,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16958,1,,12/16/15,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1688,M,50.0307,-125.0992,,,,100,,,0.45nm,13,,12/16/15 9:29,12/16/15 14:29,6/2/16 0:00,Other,,29.79816521,,,,,,,2.664601408,57.1779449,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,16958,1,,12/16/15,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1689,M,50.0307,-125.0992,,,,265,,,0.45nm,13,,12/16/15 9:29,12/16/15 14:29,6/2/16 0:00,Other,,29.81182361,,,,,,,2.725514225,57.55017129,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30248,1,,1/5/16,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2,QRAFT1",1,QU39,,QNUT1746,M,50.0307,-125.0992,,,,0,,,0.45nm,13,,1/5/16 11:10,1/5/16 11:34,6/9/16 0:00,"Katie,Rebecca,Emma",,29.13101035,,,,,,,2.387774836,51.72587363,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30248,1,,1/5/16,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2,QRAFT1",1,QU39,,QNUT1747,M,50.0307,-125.0992,,,,5,,,0.45nm,13,,1/5/16 11:10,1/5/16 11:34,6/9/16 0:00,"Katie,Rebecca,Emma",,29.29594119,,,,,,,2.391667944,51.06406985,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30248,1,,1/5/16,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2,QRAFT1",1,QU39,,QNUT1748,M,50.0307,-125.0992,,,,10,,,0.45nm,13,,1/5/16 11:10,1/5/16 11:34,6/9/16 0:00,"Katie,Rebecca,Emma",,29.25873793,,,,,,,2.404316814,52.00698399,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30248,1,,1/5/16,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2,QRAFT1",1,QU39,,QNUT1749,M,50.0307,-125.0992,,,,30,,,0.45nm,13,,1/5/16 11:10,1/5/16 11:34,6/2/16 0:00,"Katie,Rebecca,Emma",,28.75315331,,,,,,,2.457873657,52.53454468,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30248,1,,1/5/16,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2,QRAFT1",1,QU39,,QNUT1750,M,50.0307,-125.0992,,,,50,,,0.45nm,13,,1/5/16 11:10,1/5/16 11:34,6/2/16 0:00,"Katie,Rebecca,Emma",,29.47521781,,,,,,,2.582249888,56.99431321,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30248,1,,1/5/16,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2,QRAFT1",1,QU39,,QNUT1751,M,50.0307,-125.0992,,,,100,,,0.45nm,13,,1/5/16 11:10,1/5/16 11:34,6/2/16 0:00,"Katie,Rebecca,Emma",,30.59010624,,,,,,,2.751587429,52.10474727,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30248,1,,1/5/16,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2,QRAFT1",1,QU39,,QNUT1752,M,50.0307,-125.0992,,,,265,,,0.45nm,13,,1/5/16 11:10,1/5/16 11:34,6/2/16 0:00,"Katie,Rebecca,Emma",,29.89378277,,,,,,,2.796927991,61.90968685,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30281,1,,1/13/16,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1754,M,50.0307,-125.0992,,,,0,,,0.45nm,13,,1/13/16 9:21,1/13/16 10:32,6/20/16 0:00,"Katie,Rebecca",,28.28586133,,,,,,,2.362686068,52.99756086,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30281,1,,1/13/16,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1755,M,50.0307,-125.0992,,,,5,,,0.45nm,13,,1/13/16 9:21,1/13/16 10:32,6/20/16 0:00,"Katie,Rebecca",,28.32900923,,,,,,,2.365649959,51.279445,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30281,1,,1/13/16,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1756,M,50.0307,-125.0992,,,,10,,,0.45nm,13,,1/13/16 9:21,1/13/16 10:32,6/20/16 0:00,"Katie,Rebecca",,28.51529035,,,,,,,2.407131695,52.71869236,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30281,1,,1/13/16,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1757,M,50.0307,-125.0992,,,,30,,,0.45nm,13,,1/13/16 9:21,1/13/16 10:32,6/20/16 0:00,"Katie,Rebecca",,29.11270292,,,,,,,2.417992029,54.03357063,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30281,1,,1/13/16,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1758,M,50.0307,-125.0992,,,,50,,,0.45nm,13,,1/13/16 9:21,1/13/16 10:32,6/20/16 0:00,"Katie,Rebecca",,29.25544139,,,,,,,2.502843913,55.80796178,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30281,1,,1/13/16,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1759,M,50.0307,-125.0992,,,,100,,,0.45nm,13,,1/13/16 9:21,1/13/16 10:32,6/20/16 0:00,"Katie,Rebecca",,30.10021967,,,,,,,2.625013381,54.91496004,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30281,1,,1/13/16,QUADRA,HAKAI,"QOMA1,QOMA",1,QU39,,QNUT1760,M,50.0307,-125.0992,,,,265,,,0.45nm,13,,1/13/16 9:21,1/13/16 10:32,6/20/16 0:00,"Katie,Rebecca",,30.07286401,,,,,,,2.708639357,59.14619481,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
,30434,1,,1/19/16,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1833,M,50.0307,-125.0992,,,,0,,,0.45nm,13,,1/19/16 9:23,1/19/16 11:39,6/13/16 0:00,"Katie,Rebecca",,28.49333738,,,,,,,2.477019323,53.48363652,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Checked by KP2: First day taking CO2 samples. All niskins collected in one drop. QOM A1 sampling is still the same as before.",uM,Results,Technicianmr
,30434,1,,1/19/16,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1834,M,50.0307,-125.0992,,,,5,,,0.45nm,13,,1/19/16 9:23,1/19/16 11:39,6/13/16 0:00,"Katie,Rebecca",,28.46399798,,,,,,,2.475057224,54.60163678,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Checked by KP2: First day taking CO2 samples. All niskins collected in one drop. QOM A1 sampling is still the same as before.",uM,Results,Technicianmr
,30434,1,,1/19/16,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1835,M,50.0307,-125.0992,,,,10,,,0.45nm,13,,1/19/16 9:23,1/19/16 11:39,6/13/16 0:00,"Katie,Rebecca",,28.79408886,,,,,,,2.492713529,54.44943145,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Checked by KP2: First day taking CO2 samples. All niskins collected in one drop. QOM A1 sampling is still the same as before.",uM,Results,Technicianmr
,30434,1,,1/19/16,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1836,M,50.0307,-125.0992,,,,30,,,0.45nm,13,,1/19/16 9:23,1/19/16 11:39,6/13/16 0:00,"Katie,Rebecca",,28.42645016,,,,,,,2.486828739,53.89021889,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Checked by KP2: First day taking CO2 samples. All niskins collected in one drop. QOM A1 sampling is still the same as before.",uM,Results,Technicianmr
,30434,1,,1/19/16,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1837,M,50.0307,-125.0992,,,,50,,,0.45nm,13,,1/19/16 9:23,1/19/16 11:39,6/13/16 0:00,"Katie,Rebecca",,28.78795332,,,,,,,2.505461696,54.51884695,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Checked by KP2: First day taking CO2 samples. All niskins collected in one drop. QOM A1 sampling is still the same as before.",uM,Results,Technicianmr
,30434,1,,1/19/16,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1828,M,50.0307,-125.0992,,,,100,,,0.45nm,13,,1/19/16 9:23,1/19/16 11:39,6/13/16 0:00,"Katie,Rebecca",,29.33939215,,,,,,,2.64842583,58.28234082,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Checked by KP2: First day taking CO2 samples. All niskins collected in one drop. QOM A1 sampling is still the same as before.",uM,Results,Technicianmr
,30434,1,,1/19/16,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1829,M,50.0307,-125.0992,,,,265,,,0.45nm,13,,1/19/16 9:23,1/19/16 11:39,6/13/16 0:00,"Katie,Rebecca",,30.42626041,,,,,,,2.854367072,61.99648688,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Checked by KP2: First day taking CO2 samples. All niskins collected in one drop. QOM A1 sampling is still the same as before.",uM,Results,Technicianmr
,30453,1,,1/28/16,QUADRA,HAKAI,"QOMA,QOMA1",1,QU39,,QNUT1815,M,50.0307,-125.0992,,,,0,,,0.45nm,13,,1/28/16 9:41,1/28/16 11:07,6/20/16 0:00,"Katie,Leo,Rebecca,Emma",,28.98270698,,,,,,,2.336993921,52.81349855,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Checked by KP,uM,Results,Technicianmr
