ACTION,event_pk,Replicate Number,Date,Work Area,Organization,Survey,Sampling Bout,Site ID,Project Specific ID,Hakai ID,Source,Lat,Long,Gather Lat,Gather Long,Mesh Size (um),Net Dim. (cm),Net Length (cm),Line Out Depth,Pressure Transducer Depth (m),Sample Style,Volume (ml),Lugols,Collected,Preserved,Analyzed,Lab Technician,Analyzing Lab,Comments,Quality Log,Sample Status,Quality Level
,185124,1,2016-12-03,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY564,M,50.0307,-125.0992,,,,,,10,,Grab Sample,200,TRUE,2016-12-03 10:25:18,2016-12-03 15:25:23,,"kate.holmes,rebecca.piercey,rachel.walker",,,"1: Ran out of water at 0m. Possibly due to spout being left open, could not collect 0m HPLC  or bulk chl. Sf chl had 180ml.",Collected,Raw
,185124,1,2016-12-03,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY565,M,50.0307,-125.0992,,,,,,20,,Grab Sample,200,TRUE,2016-12-03 10:25:18,2016-12-03 15:25:23,,"kate.holmes,rebecca.piercey,rachel.walker",,,"1: Ran out of water at 0m. Possibly due to spout being left open, could not collect 0m HPLC  or bulk chl. Sf chl had 180ml.",Collected,Raw
,185124,1,2016-12-03,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY566,M,50.0307,-125.0992,,,,,,30,,Grab Sample,200,TRUE,2016-12-03 10:25:18,2016-12-03 15:25:23,,"kate.holmes,rebecca.piercey,rachel.walker",,,"1: Ran out of water at 0m. Possibly due to spout being left open, could not collect 0m HPLC  or bulk chl. Sf chl had 180ml.",Collected,Raw
,196179,1,2016-12-15,QUADRA,HAKAI,QOMA2,4,QU39,,QPHY567,M,50.0307,-125.0992,,,,,,0,,Grab Sample,200,TRUE,2016-12-15 11:43:59,2016-12-15 15:08:00,,"kate.lansley,kate.holmes,rachel.walker",,,1: Sent for analysis to Lou Hobson 2018-10-11,Results,Raw
,196179,1,2016-12-15,QUADRA,HAKAI,QOMA2,4,QU39,,QPHY568,M,50.0307,-125.0992,,,,,,5,,Grab Sample,200,TRUE,2016-12-15 11:43:59,2016-12-15 15:08:00,,"kate.lansley,kate.holmes,rachel.walker",,,1: Sent to Microthalassia at VIU,Submitted,Raw
,196179,1,2016-12-15,QUADRA,HAKAI,QOMA2,4,QU39,,QPHY569,M,50.0307,-125.0992,,,,,,10,,Grab Sample,200,TRUE,2016-12-15 11:43:59,2016-12-15 15:08:00,,"kate.lansley,kate.holmes,rachel.walker",,,,Collected,Raw
,196179,1,2016-12-15,QUADRA,HAKAI,QOMA2,4,QU39,,QPHY570,M,50.0307,-125.0992,,,,,,20,,Grab Sample,200,TRUE,2016-12-15 11:43:59,2016-12-15 15:08:00,,"kate.lansley,kate.holmes,rachel.walker",,,,Collected,Raw
,196179,1,2016-12-15,QUADRA,HAKAI,QOMA2,4,QU39,,QPHY571,M,50.0307,-125.0992,,,,,,30,,Grab Sample,200,TRUE,2016-12-15 11:43:59,2016-12-15 15:08:00,,"kate.lansley,kate.holmes,rachel.walker",,,,Collected,Raw
,212718,1,2017-01-08,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY577,M,50.0307,-125.0992,50.02764085,-125.0975286,,,,0,,Grab Sample,200,TRUE,2017-01-08 11:11:49,2017-01-08 14:12:40,,"rebecca.piercey,rachel.walker",,,"1: metadata checked by JF2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,212718,1,2017-01-08,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY578,M,50.0307,-125.0992,50.02764085,-125.0975286,,,,5,,Grab Sample,200,TRUE,2017-01-08 11:11:49,2017-01-08 14:12:40,,"rebecca.piercey,rachel.walker",,,"1: metadata checked by JF2: Sent to Microthalassia at VIU",Submitted,Technicianm
,212718,1,2017-01-08,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY579,M,50.0307,-125.0992,50.02764085,-125.0975286,,,,10,,Grab Sample,200,TRUE,2017-01-08 11:11:49,2017-01-08 14:12:40,,"rebecca.piercey,rachel.walker",,,1: metadata checked by JF,Collected,Technicianm
,212718,1,2017-01-08,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY580,M,50.0307,-125.0992,50.02764085,-125.0975286,,,,20,,Grab Sample,200,TRUE,2017-01-08 11:11:49,2017-01-08 14:12:40,,"rebecca.piercey,rachel.walker",,,1: metadata checked by JF,Collected,Technicianm
,212718,1,2017-01-08,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY581,M,50.0307,-125.0992,50.02764085,-125.0975286,,,,30,,Grab Sample,200,TRUE,2017-01-08 11:11:49,2017-01-08 14:12:40,,"rebecca.piercey,rachel.walker",,,1: metadata checked by JF,Collected,Technicianm
,225855,1,2017-01-15,QUADRA,HAKAI,"QOMA2,QOMA1",3,QU39,,QPHY600,M,50.0307,-125.0992,,,,,,0,,Grab Sample,200,TRUE,2017-01-15 11:20:15,2017-01-15 11:56:01,,"rebecca.piercey,rachel.walker,Emma",,,"1: metadata checked by JF2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,225855,1,2017-01-15,QUADRA,HAKAI,"QOMA2,QOMA1",3,QU39,,QPHY601,M,50.0307,-125.0992,,,,,,5,,Grab Sample,200,TRUE,2017-01-15 11:20:15,2017-01-15 11:56:01,,"rebecca.piercey,rachel.walker,Emma",,,"1: metadata checked by JF2: Sent to Microthalassia at VIU",Submitted,Technicianm
,225855,1,2017-01-15,QUADRA,HAKAI,"QOMA2,QOMA1",3,QU39,,QPHY602,M,50.0307,-125.0992,,,,,,10,,Grab Sample,200,TRUE,2017-01-15 11:20:15,2017-01-15 11:56:01,,"rebecca.piercey,rachel.walker,Emma",,,1: metadata checked by JF,Collected,Technicianm
,225855,1,2017-01-15,QUADRA,HAKAI,"QOMA2,QOMA1",3,QU39,,QPHY603,M,50.0307,-125.0992,,,,,,20,,Grab Sample,200,TRUE,2017-01-15 11:20:15,2017-01-15 11:56:01,,"rebecca.piercey,rachel.walker,Emma",,,1: metadata checked by JF,Collected,Technicianm
,225856,1,2017-01-15,QUADRA,HAKAI,"QOMA2,QOMA1",4,QU39,,QPHY604,M,50.0307,-125.0992,,,,,,30,,Grab Sample,200,TRUE,2017-01-15 11:07:21,2017-01-15 11:20:23,,"rebecca.piercey,rachel.walker,Emma",,,"1: 30 m niskin in drop 3 was 5 L instead of 10 L - did redrop for CHL phytoplankton and HPLC2: metadata checked by JF",Collected,Technicianm
,239171,1,2017-01-26,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY610,M,50.0307,-125.0992,50.03088693,-125.1003747,,,,0,,Grab Sample,200,TRUE,2017-01-26 09:46:04,2017-01-26 10:27:00,,"rebecca.piercey,Emma Myers",,,"1: metadata checked by JF2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,239171,1,2017-01-26,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY611,M,50.0307,-125.0992,50.03088693,-125.1003747,,,,5,,Grab Sample,200,TRUE,2017-01-26 09:46:04,2017-01-26 10:27:00,,"rebecca.piercey,Emma Myers",,,"1: metadata checked by JF2: Sent to Microthalassia at VIU",Submitted,Technicianm
,239171,1,2017-01-26,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY612,M,50.0307,-125.0992,50.03088693,-125.1003747,,,,10,,Grab Sample,200,TRUE,2017-01-26 09:46:04,2017-01-26 10:27:00,,"rebecca.piercey,Emma Myers",,,1: metadata checked by JF,Collected,Technicianm
,239171,1,2017-01-26,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY613,M,50.0307,-125.0992,50.03088693,-125.1003747,,,,20,,Grab Sample,200,TRUE,2017-01-26 09:46:04,2017-01-26 10:27:00,,"rebecca.piercey,Emma Myers",,,1: metadata checked by JF,Collected,Technicianm
,239171,1,2017-01-26,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY614,M,50.0307,-125.0992,50.03088693,-125.1003747,,,,30,,Grab Sample,200,TRUE,2017-01-26 09:46:04,2017-01-26 10:27:00,,"rebecca.piercey,Emma Myers",,,1: metadata checked by JF,Collected,Technicianm
,250348,1,2017-02-17,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY620,M,50.0307,-125.0992,50.03045509,-125.0976386,,,,0,,Grab Sample,200,TRUE,2017-02-17 09:52:21,2017-02-17 11:04:22,,"rebecca.piercey,rachel.walker,Emma Myers,Justin Francis",,,"1: Drop times were not included on daily sheet, real drop time sometime shortly after 08:35,  metadata checked by JF2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,250348,1,2017-02-17,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY621,M,50.0307,-125.0992,50.03045509,-125.0976386,,,,5,,Grab Sample,200,TRUE,2017-02-17 09:52:21,2017-02-17 11:04:22,,"rebecca.piercey,rachel.walker,Emma Myers,Justin Francis",,,"1: Drop times were not included on daily sheet, real drop time sometime shortly after 08:35,  metadata checked by JF2: Sent to Microthalassia at VIU",Submitted,Technicianm
,250348,1,2017-02-17,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY622,M,50.0307,-125.0992,50.03045509,-125.0976386,,,,10,,Grab Sample,200,TRUE,2017-02-17 09:52:21,2017-02-17 11:04:22,,"rebecca.piercey,rachel.walker,Emma Myers,Justin Francis",,,"1: Drop times were not included on daily sheet, real drop time sometime shortly after 08:35,  metadata checked by JF",Collected,Technicianm
,250348,1,2017-02-17,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY623,M,50.0307,-125.0992,50.03045509,-125.0976386,,,,20,,Grab Sample,200,TRUE,2017-02-17 09:52:21,2017-02-17 11:04:22,,"rebecca.piercey,rachel.walker,Emma Myers,Justin Francis",,,"1: Drop times were not included on daily sheet, real drop time sometime shortly after 08:35,  metadata checked by JF",Collected,Technicianm
,250348,1,2017-02-17,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY624,M,50.0307,-125.0992,50.03045509,-125.0976386,,,,30,,Grab Sample,200,TRUE,2017-02-17 09:52:21,2017-02-17 11:04:22,,"rebecca.piercey,rachel.walker,Emma Myers,Justin Francis",,,"1: Drop times were not included on daily sheet, real drop time sometime shortly after 08:35,  metadata checked by JF",Collected,Technicianm
,251320,1,2017-02-25,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY631,M,50.0307,-125.0992,,,,,,0,,Grab Sample,200,TRUE,2017-02-25 09:38:38,2017-02-25 10:16:52,,"rebecca.piercey,rachel.walker,Carly",,,"1: metadata checked by JF2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,251320,1,2017-02-25,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY632,M,50.0307,-125.0992,,,,,,5,,Grab Sample,200,TRUE,2017-02-25 09:38:38,2017-02-25 10:16:52,,"rebecca.piercey,rachel.walker,Carly",,,"1: metadata checked by JF2: Sent to Microthalassia at VIU",Submitted,Technicianm
,251320,1,2017-02-25,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY633,M,50.0307,-125.0992,,,,,,10,,Grab Sample,200,TRUE,2017-02-25 09:38:38,2017-02-25 10:16:52,,"rebecca.piercey,rachel.walker,Carly",,,1: metadata checked by JF,Collected,Technicianm
,251320,1,2017-02-25,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY634,M,50.0307,-125.0992,,,,,,20,,Grab Sample,200,TRUE,2017-02-25 09:38:38,2017-02-25 10:16:52,,"rebecca.piercey,rachel.walker,Carly",,,1: metadata checked by JF,Collected,Technicianm
,251320,1,2017-02-25,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY635,M,50.0307,-125.0992,,,,,,30,,Grab Sample,200,TRUE,2017-02-25 09:38:38,2017-02-25 10:16:52,,"rebecca.piercey,rachel.walker,Carly",,,1: metadata checked by JF,Collected,Technicianm
,253003,1,2017-03-15,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY636,M,50.0307,-125.0992,,,,,,0,,Grab Sample,200,TRUE,2017-03-15 09:08:38,2017-03-15 09:38:32,,"rebecca.piercey,rachel.walker",,,"1: metadata checked by JF2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,253003,1,2017-03-15,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY637,M,50.0307,-125.0992,,,,,,5,,Grab Sample,200,TRUE,2017-03-15 09:08:38,2017-03-15 09:38:32,,"rebecca.piercey,rachel.walker",,,"1: metadata checked by JF2: Sent to Microthalassia at VIU",Submitted,Technicianm
,253003,1,2017-03-15,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY638,M,50.0307,-125.0992,,,,,,10,,Grab Sample,200,TRUE,2017-03-15 09:08:38,2017-03-15 09:38:32,,"rebecca.piercey,rachel.walker",,,1: metadata checked by JF,Collected,Technicianm
,253003,1,2017-03-15,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY639,M,50.0307,-125.0992,,,,,,20,,Grab Sample,200,TRUE,2017-03-15 09:08:38,2017-03-15 09:38:32,,"rebecca.piercey,rachel.walker",,,1: metadata checked by JF,Collected,Technicianm
,253003,1,2017-03-15,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY640,M,50.0307,-125.0992,,,,,,30,,Grab Sample,200,TRUE,2017-03-15 09:08:38,2017-03-15 09:38:32,,"rebecca.piercey,rachel.walker",,,1: metadata checked by JF,Collected,Technicianm
,254564,1,2017-03-30,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY646,M,50.0307,-125.0992,,,,,,0,,Grab Sample,200,TRUE,2017-03-30 08:52:00,2017-03-30 09:17:27,,"kate.holmes,rebecca.piercey,carly.janusson",,,"1: Sent for analysis to Lou Hobson 2018-10-112: Updated line out (all set to 0) based upon finding physical samples, metadata checked by JF3: Ysi was not taken on the 100m sample.",Results,Technicianm
,254564,1,2017-03-30,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY647,M,50.0307,-125.0992,,,,,,5,,Grab Sample,200,TRUE,2017-03-30 08:52:00,2017-03-30 09:17:27,,"kate.holmes,rebecca.piercey,carly.janusson",,,"1: Sent to Microthalassia at VIU2: Updated line out (all set to 0) based upon finding physical samples, metadata checked by JF3: Ysi was not taken on the 100m sample.",Submitted,Technicianm
,254564,1,2017-03-30,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY648,M,50.0307,-125.0992,,,,,,10,,Grab Sample,200,TRUE,2017-03-30 08:52:00,2017-03-30 09:17:27,,"kate.holmes,rebecca.piercey,carly.janusson",,,"1: Updated line out (all set to 0) based upon finding physical samples, metadata checked by JF2: Ysi was not taken on the 100m sample.",Collected,Technicianm
,254564,1,2017-03-30,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY649,M,50.0307,-125.0992,,,,,,20,,Grab Sample,200,TRUE,2017-03-30 08:52:00,2017-03-30 09:17:27,,"kate.holmes,rebecca.piercey,carly.janusson",,,"1: Updated line out (all set to 0) based upon finding physical samples, metadata checked by JF2: Ysi was not taken on the 100m sample.",Collected,Technicianm
,254564,1,2017-03-30,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY650,M,50.0307,-125.0992,,,,,,30,,Grab Sample,200,TRUE,2017-03-30 08:52:00,2017-03-30 09:17:27,,"kate.holmes,rebecca.piercey,carly.janusson",,,"1: Updated line out (all set to 0) based upon finding physical samples, metadata checked by JF2: Ysi was not taken on the 100m sample.",Collected,Technicianm
,255131,1,2017-04-07,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY651,M,50.0307,-125.0992,,,,,,0,,Grab Sample,200,TRUE,2017-04-07 08:16:43,2017-04-07 09:22:37,,"kate.lansley,rebecca.piercey",,,"1: metadata checked by JF2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,255131,1,2017-04-07,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY652,M,50.0307,-125.0992,,,,,,5,,Grab Sample,192,TRUE,2017-04-07 08:16:43,2017-04-07 09:22:37,,"kate.lansley,rebecca.piercey",,,"1: metadata checked by JF2: Only 190ml3: Sent to Microthalassia at VIU",Submitted,Technicianm
,255131,1,2017-04-07,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY653,M,50.0307,-125.0992,,,,,,10,,Grab Sample,192,TRUE,2017-04-07 08:16:43,2017-04-07 09:22:37,,"kate.lansley,rebecca.piercey",,,1: metadata checked by JF,Collected,Technicianm
,255131,1,2017-04-07,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY654,M,50.0307,-125.0992,,,,,,20,,Grab Sample,200,TRUE,2017-04-07 08:16:43,2017-04-07 09:22:37,,"kate.lansley,rebecca.piercey",,,1: metadata checked by JF,Collected,Technicianm
,255131,1,2017-04-07,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY655,M,50.0307,-125.0992,,,,,,30,,Grab Sample,200,TRUE,2017-04-07 08:16:43,2017-04-07 09:22:37,,"kate.lansley,rebecca.piercey",,,1: metadata checked by JF,Collected,Technicianm
,260846,1,2017-04-11,QUADRA,HAKAI,QOMA3,3,QU39,,QPHY666,M,50.0307,-125.0992,50.03105863,-125.1004287,,,,0,,Grab Sample,200,TRUE,2017-04-11 08:31:54,2017-04-11 09:03:46,,"kate.lansley,rebecca.piercey",,,"1: metadata checked by JF2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,260846,1,2017-04-11,QUADRA,HAKAI,QOMA3,3,QU39,,QPHY667,M,50.0307,-125.0992,50.03105863,-125.1004287,,,,5,,Grab Sample,200,TRUE,2017-04-11 08:31:54,2017-04-11 09:03:46,,"kate.lansley,rebecca.piercey",,,"1: metadata checked by JF2: Sent to Microthalassia at VIU",Submitted,Technicianm
,260846,1,2017-04-11,QUADRA,HAKAI,QOMA3,3,QU39,,QPHY668,M,50.0307,-125.0992,50.03105863,-125.1004287,,,,10,,Grab Sample,200,TRUE,2017-04-11 08:31:54,2017-04-11 09:03:46,,"kate.lansley,rebecca.piercey",,,1: metadata checked by JF,Collected,Technicianm
,260846,1,2017-04-11,QUADRA,HAKAI,QOMA3,3,QU39,,QPHY669,M,50.0307,-125.0992,50.03105863,-125.1004287,,,,20,,Grab Sample,186,TRUE,2017-04-11 08:31:54,2017-04-11 09:03:46,,"kate.lansley,rebecca.piercey",,,1: metadata checked by JF,Collected,Technicianm
,260846,1,2017-04-11,QUADRA,HAKAI,QOMA3,3,QU39,,QPHY670,M,50.0307,-125.0992,50.03105863,-125.1004287,,,,30,,Grab Sample,200,TRUE,2017-04-11 08:31:54,2017-04-11 09:03:46,,"kate.lansley,rebecca.piercey",,,1: metadata checked by JF,Collected,Technicianm
,260857,1,2017-04-20,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY676,M,50.0307,-125.0992,50.03113956,-125.0990951,,,,0,,Grab Sample,200,TRUE,2017-04-20 08:18:43,2017-04-20 08:47:58,,"kate.holmes,rebecca.piercey",,,"1: 30m niskin needed to be recast in separate drop. Drop 52: metadata checked by JF3: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,260857,1,2017-04-20,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY677,M,50.0307,-125.0992,50.03113956,-125.0990951,,,,5,,Grab Sample,200,TRUE,2017-04-20 08:18:43,2017-04-20 08:47:58,,"kate.holmes,rebecca.piercey",,,"1: 30m niskin needed to be recast in separate drop. Drop 52: metadata checked by JF3: Sent to Microthalassia at VIU",Submitted,Technicianm
,260857,1,2017-04-20,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY678,M,50.0307,-125.0992,50.03113956,-125.0990951,,,,10,,Grab Sample,200,TRUE,2017-04-20 08:18:43,2017-04-20 08:47:58,,"kate.holmes,rebecca.piercey",,,"1: 30m niskin needed to be recast in separate drop. Drop 52: metadata checked by JF",Collected,Technicianm
,260857,1,2017-04-20,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY679,M,50.0307,-125.0992,50.03113956,-125.0990951,,,,20,,Grab Sample,200,TRUE,2017-04-20 08:18:43,2017-04-20 08:47:58,,"kate.holmes,rebecca.piercey",,,"1: 30m niskin needed to be recast in separate drop. Drop 52: metadata checked by JF",Collected,Technicianm
,260859,1,2017-04-20,QUADRA,HAKAI,QOMA2,5,QU39,,QPHY680,M,50.0307,-125.0992,,,,,,30,,Grab Sample,200,TRUE,2017-04-20 08:27:00,2017-04-20 09:03:12,,"kate.holmes,rebecca.piercey",,,"1: All 30m samples from drop 3 were done on this separate drop2: Drop number confirmed from daily sheet, metadata checked by JF",Collected,Technicianm
,260851,1,2017-04-24,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY681,M,50.0307,-125.0992,50.03078379,-125.0994187,,,,0,,Grab Sample,200,TRUE,2017-04-24 08:19:36,2017-04-24 08:57:05,,"kate.holmes,rebecca.piercey",,,"1: metadata checked by JF2: No YSI for 100m.3: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,260851,1,2017-04-24,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY682,M,50.0307,-125.0992,50.03078379,-125.0994187,,,,5,,Grab Sample,200,TRUE,2017-04-24 08:19:36,2017-04-24 08:57:05,,"kate.holmes,rebecca.piercey",,,"1: metadata checked by JF2: No YSI for 100m.3: Sent to Microthalassia at VIU",Submitted,Technicianm
,260851,1,2017-04-24,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY683,M,50.0307,-125.0992,50.03078379,-125.0994187,,,,10,,Grab Sample,200,TRUE,2017-04-24 08:19:36,2017-04-24 08:57:05,,"kate.holmes,rebecca.piercey",,,"1: metadata checked by JF2: No YSI for 100m.",Collected,Technicianm
,260851,1,2017-04-24,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY684,M,50.0307,-125.0992,50.03078379,-125.0994187,,,,20,,Grab Sample,200,TRUE,2017-04-24 08:19:36,2017-04-24 08:57:05,,"kate.holmes,rebecca.piercey",,,"1: metadata checked by JF2: No YSI for 100m.",Collected,Technicianm
,260851,1,2017-04-24,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY685,M,50.0307,-125.0992,50.03078379,-125.0994187,,,,30,,Grab Sample,200,TRUE,2017-04-24 08:19:36,2017-04-24 08:57:05,,"kate.holmes,rebecca.piercey",,,"1: metadata checked by JF2: No YSI for 100m.",Collected,Technicianm
,279885,1,2017-05-02,QUADRA,HAKAI,QOMA3,3,QU39,,QPHY721,M,50.0307,-125.0992,50.0290541,-125.0970356,,,,0,,Grab Sample,200,TRUE,2017-05-02 08:12:51,2017-05-02 09:07:53,,"rebecca.piercey,justin.francis",,,"1: metadata checked by JF2: Ran out of water at 100m. Did not take: RNA, POP, Acidified POM. YSI was not returned, no salinity or temperature taken today.3: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,279885,1,2017-05-02,QUADRA,HAKAI,QOMA3,3,QU39,,QPHY722,M,50.0307,-125.0992,50.0290541,-125.0970356,,,,5,,Grab Sample,200,TRUE,2017-05-02 08:12:51,2017-05-02 09:07:53,,"rebecca.piercey,justin.francis",,,"1: metadata checked by JF2: Ran out of water at 100m. Did not take: RNA, POP, Acidified POM. YSI was not returned, no salinity or temperature taken today.3: Sent to Microthalassia at VIU",Submitted,Technicianm
,279885,1,2017-05-02,QUADRA,HAKAI,QOMA3,3,QU39,,QPHY723,M,50.0307,-125.0992,50.0290541,-125.0970356,,,,10,,Grab Sample,200,TRUE,2017-05-02 08:12:51,2017-05-02 09:07:53,,"rebecca.piercey,justin.francis",,,"1: metadata checked by JF2: Ran out of water at 100m. Did not take: RNA, POP, Acidified POM. YSI was not returned, no salinity or temperature taken today.",Collected,Technicianm
,279885,1,2017-05-02,QUADRA,HAKAI,QOMA3,3,QU39,,QPHY724,M,50.0307,-125.0992,50.0290541,-125.0970356,,,,20,,Grab Sample,200,TRUE,2017-05-02 08:12:51,2017-05-02 09:07:53,,"rebecca.piercey,justin.francis",,,"1: metadata checked by JF2: Ran out of water at 100m. Did not take: RNA, POP, Acidified POM. YSI was not returned, no salinity or temperature taken today.",Collected,Technicianm
,279885,1,2017-05-02,QUADRA,HAKAI,QOMA3,3,QU39,,QPHY725,M,50.0307,-125.0992,50.0290541,-125.0970356,,,,30,,Grab Sample,200,TRUE,2017-05-02 08:12:51,2017-05-02 09:07:53,,"rebecca.piercey,justin.francis",,,"1: metadata checked by JF2: Ran out of water at 100m. Did not take: RNA, POP, Acidified POM. YSI was not returned, no salinity or temperature taken today.",Collected,Technicianm
,280746,1,2017-05-08,QUADRA,HAKAI,QOMA2,3,QU39,,QM1001,M,50.0307,-125.0992,50.03134593,-125.099075,,,,0,,Grab Sample,200,TRUE,2017-05-08 08:41:00,2017-05-08 09:47:03,,"rebecca.piercey,rachel.walker,julian.gan,justin.francis",,,"1: metadata checked by JF2: Ran out of water. Sample was not collected.",Collected,Technicianm
,280746,1,2017-05-08,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY687,M,50.0307,-125.0992,50.03134593,-125.099075,,,,5,,Grab Sample,200,TRUE,2017-05-08 08:41:00,2017-05-08 09:47:03,,"rebecca.piercey,rachel.walker,julian.gan,justin.francis",,,"1: metadata checked by JF2: Sent to Microthalassia at VIU",Submitted,Technicianm
,280746,1,2017-05-08,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY688,M,50.0307,-125.0992,50.03134593,-125.099075,,,,10,,Grab Sample,200,TRUE,2017-05-08 08:41:00,2017-05-08 09:47:03,,"rebecca.piercey,rachel.walker,julian.gan,justin.francis",,,1: metadata checked by JF,Collected,Technicianm
,280746,1,2017-05-08,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY689,M,50.0307,-125.0992,50.03134593,-125.099075,,,,20,,Grab Sample,200,TRUE,2017-05-08 08:41:00,2017-05-08 09:47:03,,"rebecca.piercey,rachel.walker,julian.gan,justin.francis",,,1: metadata checked by JF,Collected,Technicianm
,280746,1,2017-05-08,QUADRA,HAKAI,QOMA2,3,QU39,,QPHY690,M,50.0307,-125.0992,50.03134593,-125.099075,,,,30,,Grab Sample,200,TRUE,2017-05-08 08:41:00,2017-05-08 09:47:03,,"rebecca.piercey,rachel.walker,julian.gan,justin.francis",,,1: metadata checked by JF,Collected,Technicianm
,293619,1,2017-05-17,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY686,M,50.0307,-125.0992,50.03073116,-125.0989003,,,,0,,Grab Sample,200,TRUE,2017-05-17 08:56:11,2017-05-17 09:36:38,,"rebecca.piercey,rachel.walker,justin.francis,Brianna and Chris",,,"1: metadata checked by JF2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,293619,1,2017-05-17,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY691,M,50.0307,-125.0992,50.03073116,-125.0989003,,,,5,,Grab Sample,200,TRUE,2017-05-17 08:56:11,2017-05-17 09:36:38,,"rebecca.piercey,rachel.walker,justin.francis,Brianna and Chris",,,"1: metadata checked by JF2: Sent to Microthalassia at VIU",Submitted,Technicianm
,293619,1,2017-05-17,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY692,M,50.0307,-125.0992,50.03073116,-125.0989003,,,,10,,Grab Sample,200,TRUE,2017-05-17 08:56:11,2017-05-17 09:36:38,,"rebecca.piercey,rachel.walker,justin.francis,Brianna and Chris",,,1: metadata checked by JF,Collected,Technicianm
,293619,1,2017-05-17,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY693,M,50.0307,-125.0992,50.03073116,-125.0989003,,,,20,,Grab Sample,200,TRUE,2017-05-17 08:56:11,2017-05-17 09:36:38,,"rebecca.piercey,rachel.walker,justin.francis,Brianna and Chris",,,1: metadata checked by JF,Collected,Technicianm
,293619,1,2017-05-17,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY694,M,50.0307,-125.0992,50.03073116,-125.0989003,,,,30,,Grab Sample,200,TRUE,2017-05-17 08:56:11,2017-05-17 09:36:38,,"rebecca.piercey,rachel.walker,justin.francis,Brianna and Chris",,,1: metadata checked by JF,Collected,Technicianm
