ACTION,event_pk,Replicate Number,Date,Work Area,Organization,Survey,Sampling Bout,Site ID,Source,Lat,Long,Collection Method,Line Out Depth,Pressure Transducer Depth (m),Acidified,Acidification Method,Volume (ml),part,screen_size,Collected,Preserved,Analyzed,Lab Technician,filter_portion,Project Specific ID,Hakai ID,Weight Before (mg),Weight After (mg),Filter Size (mm),Filter Type,total_beam_n,ug N,%N,delta_air,corr_delta15n,total_beam_c,ug C,%C,delta_pdb,corr_delta13c,C:N,Analyzing Lab,C Flag,N Flag,C:N Flag,Comments,Quality Log,Sample Status,Quality Level
,335,1,2015-03-13,QUADRA,HAKAI,"QOMA2,QOMA1,QOMA",1,QU24,M,50.03,-125.08,,30,,TRUE,Immersion,1000,,,2015-03-13 09:00:01,2015-03-13 16:15:12,,Kate,1,,QF359,37.7,,25,,,8.562205166,,,8.344522671,,57.33896891,,,-23.56343703,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,416,1,2015-03-18,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,240,,TRUE,Immersion,1000,,,2015-03-18 09:02:55,2015-03-18 09:02:14,,"Kate,Katie,Rebecca",1,,QF379,38.4,,25,,,11.55931289,,,5.766129116,,79.85210651,,,-23.32087475,,UCDAVISSIF,SVC,SVC,,,"1: Checked by KP2: Every sample taken today that says station QU24 is now QU39. QU39 is now more west of QU24 and will be our main station instead of QU24.

Bottom depth is 265 m3: Results checked by RP.",Results,Technician
,416,1,2015-03-18,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,240,,FALSE,None,1000,,,2015-03-18 09:02:55,2015-03-18 09:02:14,,"Kate,Katie,Rebecca",1,,QF380,38.2,,25,,,3.299684487,,,4.956803151,,33.2089518,,,-23.27886624,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Every sample taken today that says station QU24 is now QU39. QU39 is now more west of QU24 and will be our main station instead of QU24.

Bottom depth is 265 m3: Results checked by RP.",Results,Technician
,416,1,2015-03-18,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,100,,TRUE,Immersion,1000,,,2015-03-18 09:02:55,2015-03-18 09:02:14,,"Kate,Katie,Rebecca",1,,QF381,37.6,,25,,,8.850622863,,,4.732372451,,41.73949686,,,-22.14444205,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Every sample taken today that says station QU24 is now QU39. QU39 is now more west of QU24 and will be our main station instead of QU24.

Bottom depth is 265 m3: Results checked by RP.",Results,Technician
,416,1,2015-03-18,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,100,,FALSE,None,1000,,,2015-03-18 09:02:55,2015-03-18 09:02:14,,,1,,QF382,37.9,,25,,,7.516459685,,,4.671360477,,50.24243627,,,-23.58280466,,UCDAVISSIF,SVC,SVD,,,"1: Entered as QF388, assumed to be QF382 based on other IDs2: Entered as QF388, assumed to be QF382 based on other IDs. Checked by KP3: Every sample taken today that says station QU24 is now QU39. QU39 is now more west of QU24 and will be our main station instead of QU24.

Bottom depth is 265 m4: Results checked by RP.",Results,Technician
,416,1,2015-03-18,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,30,,TRUE,Immersion,1000,,,2015-03-18 09:02:55,2015-03-18 09:02:14,,"Kate,Katie,Rebecca",1,,QF383,38,,25,,,11.67708128,,,4.369630937,,65.7301581,,,-22.00901384,,UCDAVISSIF,SVC,SVC,,,"1: Checked by KP2: Every sample taken today that says station QU24 is now QU39. QU39 is now more west of QU24 and will be our main station instead of QU24.

Bottom depth is 265 m3: Results checked by RP.",Results,Technician
,416,1,2015-03-18,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,30,,FALSE,None,1000,,,2015-03-18 09:02:55,2015-03-18 09:02:14,,"Kate,Katie,Rebecca",1,,QF384,37.8,,25,,,10.85238837,,,4.067781401,,64.04194452,,,-21.63964611,,UCDAVISSIF,SVC,SVC,,,"1: Checked by KP2: Every sample taken today that says station QU24 is now QU39. QU39 is now more west of QU24 and will be our main station instead of QU24.

Bottom depth is 265 m3: Results checked by RP.",Results,Technician
,416,1,2015-03-18,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,5,,TRUE,Immersion,1000,,,2015-03-18 09:02:55,2015-03-18 09:02:14,,"Kate,Katie,Rebecca",1,,QF385,37.9,,25,,,49.94853747,,,6.649410201,,221.8097076,,,-18.56303736,,UCDAVISSIF,,,,,"1: Checked by KP2: Every sample taken today that says station QU24 is now QU39. QU39 is now more west of QU24 and will be our main station instead of QU24.

Bottom depth is 265 m3: Results checked by RP.",Results,Technician
,416,1,2015-03-18,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,5,,FALSE,None,1000,,,2015-03-18 09:02:55,2015-03-18 09:02:14,,"Kate,Katie,Rebecca",1,,QF386,37.8,,25,,,27.73222982,,,7.229961295,,148.2029537,,,-19.2060845,,UCDAVISSIF,,,,,"1: Checked by KP2: Every sample taken today that says station QU24 is now QU39. QU39 is now more west of QU24 and will be our main station instead of QU24.

Bottom depth is 265 m3: Results checked by RP.",Results,Technician
,416,1,2015-03-18,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,0,,TRUE,Immersion,1000,,,2015-03-18 09:02:55,2015-03-18 09:02:14,,"Kate,Katie,Rebecca",1,,QF387,37.7,,25,,,67.96330373,,,6.831341555,,316.6299522,,,-19.16526372,,UCDAVISSIF,,,,,"1: Checked by KP2: Every sample taken today that says station QU24 is now QU39. QU39 is now more west of QU24 and will be our main station instead of QU24.

Bottom depth is 265 m3: Results checked by RP.",Results,Technician
,416,1,2015-03-18,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,0,,FALSE,None,1000,,,2015-03-18 09:02:55,2015-03-18 09:02:14,,"Kate,Katie,Rebecca",1,,QF388,37.9,,25,,,32.32393656,,,6.716563165,,179.8990017,,,-19.88301951,,UCDAVISSIF,,,,,"1: Checked by KP2: Every sample taken today that says station QU24 is now QU39. QU39 is now more west of QU24 and will be our main station instead of QU24.

Bottom depth is 265 m3: Results checked by RP.",Results,Technician
,504,1,2015-03-24,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,0,,FALSE,None,1000,,,2015-03-24 09:04:16,2015-03-24 11:19:25,,"Rebecca,Other",1,,QF481,35.8,,25,,,20.54380128,,,5.204408415,,116.5672077,,,-21.08821832,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,504,1,2015-03-24,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,0,,TRUE,Immersion,1000,,,2015-03-24 09:04:16,2015-03-24 11:19:25,,"Rebecca,Other",1,,QF482,36,,25,,,27.21672685,,,5.515855693,,121.3386407,,,-20.95970726,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,504,1,2015-03-24,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,10,,,,,,,2015-03-24 09:04:16,2015-03-24 11:19:25,,"Rebecca,Other",1,,QF487,36,,25,,,33.11439767,,,7.280323715,,184.2414894,,,-22.03313479,,UCDAVISSIF,,,,,,Results,Technicianm
,504,1,2015-03-24,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,5,,FALSE,None,1000,,,2015-03-24 09:04:16,2015-03-24 11:19:25,,"Rebecca,Other",1,,QF488,35.2,,25,,,20.62997094,,,3.540511007,,105.6786135,,,-20.93254529,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,504,1,2015-03-24,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,5,,TRUE,Immersion,1000,,,2015-03-24 09:04:16,2015-03-24 11:19:25,,"Rebecca,Other",1,,QF489,35.6,,25,,,25.53376947,,,5.178890236,,108.0622416,,,-21.25402131,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,504,1,2015-03-24,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,30,,FALSE,None,1000,,,2015-03-24 09:04:16,2015-03-24 11:19:25,,"Rebecca,Other",1,,QF490,36.1,,25,,,14.42027562,,,5.080042695,,79.02578388,,,-21.11804,,UCDAVISSIF,SVC,SVC,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,504,1,2015-03-24,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,30,,TRUE,Immersion,1000,,,2015-03-24 09:04:16,2015-03-24 11:19:25,,"Rebecca,Other",1,,QF491,36.9,,25,,,17.12816917,,,4.415122922,,56.74099412,,,-20.63075755,,UCDAVISSIF,SVC,SVC,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,504,1,2015-03-24,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,100,,FALSE,None,1000,,,2015-03-24 09:04:16,2015-03-24 11:19:25,,"Rebecca,Other",1,,QF492,36.3,,25,,,7.789034587,,,4.725410218,,46.91432966,,,-22.04805561,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,504,1,2015-03-24,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,100,,TRUE,Immersion,1000,,,2015-03-24 09:04:16,2015-03-24 11:19:25,,"Rebecca,Other",1,,QF493,36.3,,25,,,17.24266062,,,4.039058424,,41.85103445,,,-22.36650936,,UCDAVISSIF,SVC,SVC,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,504,1,2015-03-24,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,265,,TRUE,Immersion,1000,,,2015-03-24 09:04:16,2015-03-24 11:19:25,,"Rebecca,Other",1,,QF495,35.9,,25,,,17.97784827,,,3.378939338,,35.97996392,,,-22.79066704,,UCDAVISSIF,SVC,SVC,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,531,1,2015-03-31,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,240,,TRUE,Immersion,1000,,,2015-03-31 08:57:34,2015-03-31 12:01:00,,"Katie,Other",1,,QF611,35.9,,25,,,4.351769863,,,2.388734237,,36.50329099,,,-24.08796605,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Ctd only dropped to 165m3: Results checked by RP.",Results,Technician
,531,1,2015-03-31,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,240,,FALSE,None,1000,,,2015-03-31 08:57:34,2015-03-31 12:01:00,,"Katie,Other",1,,QF612,36.2,,25,,,3.064174049,,,2.70578361,,28.1800249,,,-22.77361843,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Ctd only dropped to 165m3: Results checked by RP.",Results,Technician
,531,1,2015-03-31,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,0,,TRUE,Immersion,1700,,,2015-03-31 08:57:34,2015-03-31 12:01:00,,"Katie,Other",1,,QX158,,,,,,16.44664922,,,3.94267716,,110.4844456,,,-22.85303783,,UCDAVISSIF,,SVC,,,"1: Checked by KP2: Ctd only dropped to 165m3: Results checked by RP.",Results,Technician
,531,1,2015-03-31,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,0,,FALSE,None,1700,,,2015-03-31 08:57:34,2015-03-31 12:01:00,,"Katie,Other",1,,QX159,,,,,,21.66541123,,,4.265237371,,149.8794869,,,-23.6632035,,UCDAVISSIF,,,,,"1: Checked by KP2: Ctd only dropped to 165m3: Results checked by RP.",Results,Technician
,531,1,2015-03-31,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,5,,TRUE,Immersion,1900,,,2015-03-31 08:57:34,2015-03-31 12:01:00,,"Katie,Other",1,,QX160,,,,,,18.5075423,,,3.419515479,,111.0961485,,,-22.49564031,,UCDAVISSIF,,SVC,,,"1: Checked by KP2: Ctd only dropped to 165m3: Results checked by RP.",Results,Technician
,531,1,2015-03-31,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,5,,FALSE,None,1900,,,2015-03-31 08:57:34,2015-03-31 12:01:00,,"Katie,Other",1,,QX161,,,,,,23.2634569,,,4.527780412,,126.6332382,,,-21.82710136,,UCDAVISSIF,,,,,"1: Checked by KP2: Ctd only dropped to 165m3: Results checked by RP.",Results,Technician
,531,1,2015-03-31,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,100,,FALSE,None,1700,,,2015-03-31 08:57:34,2015-03-31 12:01:00,,"Katie,Other",1,,QX162,,,,,,13.27398436,,,8.265471316,,99.63315013,,,-23.30171111,,UCDAVISSIF,SVC,SVC,,,"1: Checked by KP2: Ctd only dropped to 165m3: Results checked by RP.",Results,Technician
,531,1,2015-03-31,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,100,,TRUE,Immersion,1700,,,2015-03-31 08:57:34,2015-03-31 12:01:00,,"Katie,Other",1,,QX163,,,,,,17.91871764,,,7.629850867,,96.7113439,,,-20.86873552,,UCDAVISSIF,SVC,SVC,,,"1: Checked by KP2: Ctd only dropped to 165m3: Results checked by RP.",Results,Technician
,531,1,2015-03-31,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,30,,FALSE,None,1500,,,2015-03-31 08:57:34,2015-03-31 12:01:00,,"Katie,Other",1,,QX164,,,,,,16.55092076,,,3.488991937,,112.0867656,,,-23.85301913,,UCDAVISSIF,,SVC,,,"1: Checked by KP2: Ctd only dropped to 165m3: Results checked by RP.",Results,Technician
,531,1,2015-03-31,QUADRA,HAKAI,"QOMA2,QOMA,QOMA1",1,QU39,M,50.0307,-125.0992,,30,,TRUE,Immersion,1500,,,2015-03-31 08:57:34,2015-03-31 12:01:00,,"Katie,Other",1,,QX165,,,,,,23.33584634,,,5.328841209,,196.9757271,,,-24.1298214,,UCDAVISSIF,,,,,"1: Checked by KP2: Ctd only dropped to 165m3: Results checked by RP.",Results,Technician
,614,1,2015-04-06,QUADRA,HAKAI,"QOMA,QOMA2,QOMA1",1,QU39,M,50.0307,-125.0992,,0,,FALSE,None,1500,,,2015-04-06 08:44:21,2015-04-06 13:45:38,,"Leo,Rebecca,Other",1,,QX136,,,,,,34.26026327,,,1.970059937,,177.3155444,,,-23.31881125,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,614,1,2015-04-06,QUADRA,HAKAI,"QOMA,QOMA2,QOMA1",1,QU39,M,50.0307,-125.0992,,0,,TRUE,Immersion,1500,,,2015-04-06 08:44:21,2015-04-06 13:45:38,,"Leo,Rebecca,Other",1,,QX137,,,,,,54.31790054,,,2.25430035,,224.6768072,,,-22.92329542,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,614,1,2015-04-06,QUADRA,HAKAI,"QOMA,QOMA2,QOMA1",1,QU39,M,50.0307,-125.0992,,5,,FALSE,None,1500,,,2015-04-06 08:44:21,2015-04-06 13:45:38,,"Leo,Rebecca,Other",1,,QX139,,,,,,29.30363958,,,2.224046245,,156.679684,,,-23.58906533,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,614,1,2015-04-06,QUADRA,HAKAI,"QOMA,QOMA2,QOMA1",1,QU39,M,50.0307,-125.0992,,30,,TRUE,Immersion,1925,,,2015-04-06 08:44:21,2015-04-06 13:45:38,,"Leo,Rebecca,Other",1,,QX140,,,,,,20.53527215,,,3.040320051,,100.682635,,,-22.58546417,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,614,1,2015-04-06,QUADRA,HAKAI,"QOMA,QOMA2,QOMA1",1,QU39,M,50.0307,-125.0992,,30,,FALSE,None,1950,,,2015-04-06 08:44:21,2015-04-06 13:45:38,,"Leo,Rebecca,Other",1,,QX141,,,,,,13.98167823,,,3.873615156,,102.1102787,,,-24.24545338,,UCDAVISSIF,,SVC,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,614,1,2015-04-06,QUADRA,HAKAI,"QOMA,QOMA2,QOMA1",1,QU39,M,50.0307,-125.0992,,100,,FALSE,None,1700,,,2015-04-06 08:44:21,2015-04-06 13:45:38,,"Leo,Rebecca,Other",1,,QX142,,,,,,7.39217,,,7.988082037,,98.5930971,,,-28.43846243,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,614,1,2015-04-06,QUADRA,HAKAI,"QOMA,QOMA2,QOMA1",1,QU39,M,50.0307,-125.0992,,265,,TRUE,Immersion,1750,,,2015-04-06 08:44:21,2015-04-06 13:45:38,,"Leo,Rebecca,Other",1,,QX144,,,,,,14.60758061,,,7.883388502,,104.208587,,,-22.52869924,,UCDAVISSIF,,SVC,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,614,1,2015-04-06,QUADRA,HAKAI,"QOMA,QOMA2,QOMA1",1,QU39,M,50.0307,-125.0992,,265,,FALSE,None,1750,,,2015-04-06 08:44:21,2015-04-06 13:45:38,,"Leo,Rebecca,Other",1,,QX145,,,,,,11.43445056,,,7.160110207,,84.55428563,,,-23.47514992,,UCDAVISSIF,SVC,SVC,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,762,1,2015-04-14,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,5,,FALSE,None,1000,,,2015-04-14 08:33:48,2015-04-14 09:15:19,,"Kate,Katie,Other",1,,QX101,,,,,,85.95630389,,,7.431868049,,454.6962848,,,-20.06980844,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,762,1,2015-04-14,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,5,,TRUE,Immersion,1000,,,2015-04-14 08:33:48,2015-04-14 09:15:19,,"Kate,Katie,Other",1,,QX102,,,,,,,,,,,,,,,,,,,,,1: Checked by KP,Results,Technician
,762,1,2015-04-14,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,30,,FALSE,None,1000,,,2015-04-14 08:33:48,2015-04-14 09:15:19,,"Kate,Katie,Other",1,,QX103,,,,,,25.59582104,,,5.383361866,,131.3515614,,,-22.48222451,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,762,1,2015-04-14,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,30,,TRUE,Immersion,1000,,,2015-04-14 08:33:48,2015-04-14 09:15:19,,"Kate,Katie,Other",1,,QX108,,,,,,31.0491411,,,5.712807801,,151.6913236,,,-21.95333328,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,762,1,2015-04-14,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,240,,TRUE,Immersion,1000,,,2015-04-14 08:33:48,2015-04-14 09:15:19,,"Kate,Katie,Other",1,,QX109,,,,,,8.085117588,,,7.475914347,,83.22619327,,,-23.62787161,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,762,1,2015-04-14,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,240,,FALSE,None,1000,,,2015-04-14 08:33:48,2015-04-14 09:15:19,,"Kate,Katie,Other",1,,QX110,,,,,,9.339337194,,,6.244439765,,71.80787408,,,-24.14068247,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,762,1,2015-04-14,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,0,,FALSE,None,1000,,,2015-04-14 08:33:48,2015-04-14 09:15:19,,"Kate,Katie,Other",1,,QX115,,,,,,107.4825653,,,7.412747143,,566.2919424,,,-20.48110923,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,762,1,2015-04-14,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,0,,TRUE,Immersion,1000,,,2015-04-14 08:33:48,2015-04-14 09:15:19,,"Kate,Katie,Other",1,,QX116,,,,,,95.04160546,,,6.798053435,,488.8179268,,,-20.27746321,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,762,1,2015-04-14,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,100,,FALSE,None,1000,,,2015-04-14 08:33:48,2015-04-14 09:15:19,,"Kate,Katie,Other",1,,QX356,,,,,,5.740855413,,,5.017106283,,44.96426025,,,-23.97838602,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,762,1,2015-04-14,QUADRA,HAKAI,"QOMA,QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,100,,TRUE,Immersion,1000,,,2015-04-14 08:33:48,2015-04-14 09:15:19,,"Kate,Katie,Other",1,,QX358,,,,,,5.140842219,,,7.351624243,,55.5871335,,,-24.44784411,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,890,1,2015-04-22,QUADRA,HAKAI,"QOMA1,QOMA,QOMA2",1,QU39,M,50.0307,-125.0992,,265,,FALSE,None,1200,,,2015-04-22 08:24:33,2015-04-22 11:10:52,,"Kate,Katie",1,,QX373,,,,,,7.826392378,,,3.963557647,,52.97187564,,,-23.0249079,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,890,1,2015-04-22,QUADRA,HAKAI,"QOMA1,QOMA,QOMA2",1,QU39,M,50.0307,-125.0992,,100,,FALSE,None,1200,,,2015-04-22 08:24:33,2015-04-22 11:10:52,,"Kate,Katie",1,,QX379,,,,,,7.294023364,,,5.373504712,,49.41041603,,,-22.97075953,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,890,1,2015-04-22,QUADRA,HAKAI,"QOMA1,QOMA,QOMA2",1,QU39,M,50.0307,-125.0992,,100,,TRUE,Immersion,1200,,,2015-04-22 08:24:33,2015-04-22 11:10:52,,"Kate,Katie",1,,QX380,,,,,,21.44535502,,,4.856532103,,62.45010144,,,-22.91040438,,UCDAVISSIF,SVC,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,890,1,2015-04-22,QUADRA,HAKAI,"QOMA1,QOMA,QOMA2",1,QU39,M,50.0307,-125.0992,,265,,TRUE,Immersion,1200,,,2015-04-22 08:24:33,2015-04-22 11:10:52,,"Kate,Katie",1,,QX382,,,,,,10.06254022,,,6.238897399,,55.1724519,,,-21.71058998,,UCDAVISSIF,SVC,SVC,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,890,1,2015-04-22,QUADRA,HAKAI,"QOMA1,QOMA,QOMA2",1,QU39,M,50.0307,-125.0992,,0,,FALSE,None,1000,,,2015-04-22 08:24:33,2015-04-22 11:10:52,,"Kate,Katie",1,,QX410,,,,,,66.50934393,,,7.866261439,,382.2989183,,,-19.8813217,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,890,1,2015-04-22,QUADRA,HAKAI,"QOMA1,QOMA,QOMA2",1,QU39,M,50.0307,-125.0992,,0,,TRUE,Immersion,1000,,,2015-04-22 08:24:33,2015-04-22 11:10:52,,"Kate,Katie",1,,QX411,,,,,,98.69554906,,,7.206006597,,475.4482983,,,-19.44156855,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,890,1,2015-04-22,QUADRA,HAKAI,"QOMA1,QOMA,QOMA2",1,QU39,M,50.0307,-125.0992,,5,,TRUE,Immersion,1000,,,2015-04-22 08:24:33,2015-04-22 11:10:52,,"Kate,Katie",1,,QX412,,,,,,71.71887518,,,6.829147559,,340.7176581,,,-19.04210143,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,890,1,2015-04-22,QUADRA,HAKAI,"QOMA1,QOMA,QOMA2",1,QU39,M,50.0307,-125.0992,,5,,FALSE,None,1000,,,2015-04-22 08:24:33,2015-04-22 11:10:52,,"Kate,Katie",1,,QX413,,,,,,47.39473207,,,6.855539647,,259.6767848,,,-19.23692793,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,890,1,2015-04-22,QUADRA,HAKAI,"QOMA1,QOMA,QOMA2",1,QU39,M,50.0307,-125.0992,,30,,FALSE,None,1000,,,2015-04-22 08:24:33,2015-04-22 11:10:52,,"Kate,Katie",1,,QX414,,,,,,11.2216947,,,5.579717859,,69.65234827,,,-22.04773911,,UCDAVISSIF,SVC,SVC,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,890,1,2015-04-22,QUADRA,HAKAI,"QOMA1,QOMA,QOMA2",1,QU39,M,50.0307,-125.0992,,30,,TRUE,Immersion,1000,,,2015-04-22 08:24:33,2015-04-22 11:10:52,,"Kate,Katie",1,,QX415,,,,,,17.20023139,,,7.45821368,,114.1113326,,,-22.07919323,,UCDAVISSIF,,SVC,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,1077,1,2015-05-01,QUADRA,HAKAI,"QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,30,,FALSE,None,1000,,,2015-05-01 07:32:56,2015-05-01 07:32:59,,"Kate,Katie,Other",1,,QX198,,,,,,28.95311445,,,5.984618921,,171.9007566,,,-19.49413559,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,1077,1,2015-05-01,QUADRA,HAKAI,"QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,30,,TRUE,Immersion,1000,,,2015-05-01 07:32:56,2015-05-01 07:32:59,,"Kate,Katie,Other",1,,QX221,,,,,,42.28758614,,,5.841712452,,215.2391042,,,-19.02097909,,UCDAVISSIF,,,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,1077,1,2015-05-01,QUADRA,HAKAI,"QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,265,,FALSE,None,1000,,,2015-05-01 07:32:56,2015-05-01 07:32:59,,"Kate,Katie,Other",1,,QX224,,,,,,2.194690723,,,1.500618418,,33.2321216,,,-23.62966501,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
,1077,1,2015-05-01,QUADRA,HAKAI,"QOMA1,QOMA2",1,QU39,M,50.0307,-125.0992,,100,,FALSE,None,1400,,,2015-05-01 07:32:56,2015-05-01 07:32:59,,"Kate,Katie,Other",1,,QX432,,,,,,3.682572132,,,5.378253447,,40.74862949,,,-23.33428265,,UCDAVISSIF,SVC,SVD,,,"1: Checked by KP2: Results checked by RP.",Results,Technician
